setting_id,run_id,dataset,task_preset,architecture,width,n_tasks,seed,base_epochs,finetune_epochs,max_train_samples,max_test_samples,task_vector_sign_conflict_fraction,task_vector_mean_pairwise_cosine,task_vector_min_pairwise_cosine,triangle_cycle_score,sync_disagreement,selector,validation_average_accuracy,validation_worst_task_accuracy,validation_average_loss,test_average_accuracy,test_worst_task_accuracy,test_average_loss,delta_test_average_accuracy_vs_original_greedy,delta_test_worst_task_accuracy_vs_original_greedy,delta_test_average_accuracy_vs_best_single_task_vector_method,original_greedy_test_average_accuracy,original_greedy_test_worst_task_accuracy,best_single_task_vector_label,best_single_task_vector_family,best_single_task_vector_test_average_accuracy,selected_candidate_label,selected_candidate_family,selected_candidate_kind,selected_candidate_params_json,selected_candidate_families_json,selected_candidate_count,generated_candidate_count,candidate_families_json,uses_validation_data,test_used_for_selection,selection_rule,status,skip_reason
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7300,fashion_mnist,fashion_class_subsets,mlp2,128,3,7300,3,2,6000,2000,0.7820636828169729,-0.0320577614224544,-0.3953769836494826,0.0,0.0,greedy_soup_original_pool,0.7283560864618884,0.625,0.7548608644794323,0.6872222222222222,0.5916666666666667,0.8055387454562717,0.0,0.0,-0.036111111111111094,0.6872222222222222,0.5916666666666667,dare_drop=0.3_scale=0.5,dare,0.7233333333333333,greedy_soup_original_pool_final,greedy_soup_original_pool,validation_soup_over_fine_tuned_tasks,"{""selection_indices"":[2,0,1]}","[""greedy_soup_original_pool""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",False,False,greedy_soup_original_pool,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7300,fashion_mnist,fashion_class_subsets,mlp2,128,3,7300,3,2,6000,2000,0.7820636828169729,-0.0320577614224544,-0.3953769836494826,0.0,0.0,best_validation_generated_candidate,0.7614372392870686,0.7266666666666667,0.7013210065029406,0.7233333333333333,0.6583333333333333,0.7459165721469455,0.036111111111111094,0.06666666666666665,0.0,0.6872222222222222,0.5916666666666667,dare_drop=0.3_scale=0.5,dare,0.7233333333333333,dare_drop=0.3_scale=0.5,dare,dare_grid,"{""drop_rate"":0.3,""scale"":0.5}","[""dare""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,best_validation_generated_candidate,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7300,fashion_mnist,fashion_class_subsets,mlp2,128,3,7300,3,2,6000,2000,0.7820636828169729,-0.0320577614224544,-0.3953769836494826,0.0,0.0,conservative_lcb_generated_candidate,0.7614372392870686,0.7266666666666667,0.7013210065029406,0.7233333333333333,0.6583333333333333,0.7459165721469455,0.036111111111111094,0.06666666666666665,0.0,0.6872222222222222,0.5916666666666667,dare_drop=0.3_scale=0.5,dare,0.7233333333333333,dare_drop=0.3_scale=0.5,dare,dare_grid,"{""drop_rate"":0.3,""scale"":0.5}","[""dare""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,conservative_lcb_generated_candidate,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7300,fashion_mnist,fashion_class_subsets,mlp2,128,3,7300,3,2,6000,2000,0.7820636828169729,-0.0320577614224544,-0.3953769836494826,0.0,0.0,worst_task_validation_selector,0.7614372392870686,0.7266666666666667,0.7013210065029406,0.7233333333333333,0.6583333333333333,0.7459165721469455,0.036111111111111094,0.06666666666666665,0.0,0.6872222222222222,0.5916666666666667,dare_drop=0.3_scale=0.5,dare,0.7233333333333333,dare_drop=0.3_scale=0.5,dare,dare_grid,"{""drop_rate"":0.3,""scale"":0.5}","[""dare""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,worst_task_validation_selector,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7300,fashion_mnist,fashion_class_subsets,mlp2,128,3,7300,3,2,6000,2000,0.7820636828169729,-0.0320577614224544,-0.3953769836494826,0.0,0.0,greedy_soup_over_generated_candidates,0.7670193401592719,0.7266666666666667,0.7076183862725939,0.7238888888888889,0.67,0.7519772635565863,0.036666666666666736,0.07833333333333337,0.0005555555555556424,0.6872222222222222,0.5916666666666667,dare_drop=0.3_scale=0.5,dare,0.7233333333333333,greedy_soup_over_generated_candidates,generated_candidate_soup,validation_soup_over_generated_candidates,"{""selection_indices"":[28,31,7,25,0,32,3]}","[""dare"",""dare"",""slerp_grid"",""dare"",""base_model"",""dare"",""fine_tuned_task_model""]",7,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,greedy_soup_over_generated_candidates,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7301,fashion_mnist,fashion_class_subsets,mlp2,128,3,7301,3,2,6000,2000,0.7736340490288847,-0.0549258801162773,-0.4100023627376125,0.0,0.0,greedy_soup_original_pool,0.7582066781807715,0.6833333333333333,0.7181902018729888,0.6994444444444445,0.6233333333333333,0.8029563903808593,0.0,0.0,-0.026666666666666505,0.6994444444444445,0.6233333333333333,dare_drop=0.5_scale=0.5,dare,0.726111111111111,greedy_soup_original_pool_final,greedy_soup_original_pool,validation_soup_over_fine_tuned_tasks,"{""selection_indices"":[2,0,1]}","[""greedy_soup_original_pool""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",False,False,greedy_soup_original_pool,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7301,fashion_mnist,fashion_class_subsets,mlp2,128,3,7301,3,2,6000,2000,0.7736340490288847,-0.0549258801162773,-0.4100023627376125,0.0,0.0,best_validation_generated_candidate,0.777944732297064,0.7516666666666667,0.6726206596431611,0.726111111111111,0.6766666666666666,0.7593052842881945,0.026666666666666505,0.053333333333333344,0.0,0.6994444444444445,0.6233333333333333,dare_drop=0.5_scale=0.5,dare,0.726111111111111,dare_drop=0.5_scale=0.5,dare,dare_grid,"{""drop_rate"":0.5,""scale"":0.5}","[""dare""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,best_validation_generated_candidate,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7301,fashion_mnist,fashion_class_subsets,mlp2,128,3,7301,3,2,6000,2000,0.7736340490288847,-0.0549258801162773,-0.4100023627376125,0.0,0.0,conservative_lcb_generated_candidate,0.777944732297064,0.7516666666666667,0.6726206596431611,0.726111111111111,0.6766666666666666,0.7593052842881945,0.026666666666666505,0.053333333333333344,0.0,0.6994444444444445,0.6233333333333333,dare_drop=0.5_scale=0.5,dare,0.726111111111111,dare_drop=0.5_scale=0.5,dare,dare_grid,"{""drop_rate"":0.5,""scale"":0.5}","[""dare""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,conservative_lcb_generated_candidate,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7301,fashion_mnist,fashion_class_subsets,mlp2,128,3,7301,3,2,6000,2000,0.7736340490288847,-0.0549258801162773,-0.4100023627376125,0.0,0.0,worst_task_validation_selector,0.777944732297064,0.7516666666666667,0.6726206596431611,0.726111111111111,0.6766666666666666,0.7593052842881945,0.026666666666666505,0.053333333333333344,0.0,0.6994444444444445,0.6233333333333333,dare_drop=0.5_scale=0.5,dare,0.726111111111111,dare_drop=0.5_scale=0.5,dare,dare_grid,"{""drop_rate"":0.5,""scale"":0.5}","[""dare""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,worst_task_validation_selector,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7301,fashion_mnist,fashion_class_subsets,mlp2,128,3,7301,3,2,6000,2000,0.7736340490288847,-0.0549258801162773,-0.4100023627376125,0.0,0.0,greedy_soup_over_generated_candidates,0.777944732297064,0.7516666666666667,0.6726206596431611,0.726111111111111,0.6766666666666666,0.7593052842881945,0.026666666666666505,0.053333333333333344,0.0,0.6994444444444445,0.6233333333333333,dare_drop=0.5_scale=0.5,dare,0.726111111111111,greedy_soup_over_generated_candidates,generated_candidate_soup,validation_soup_over_generated_candidates,"{""selection_indices"":[31]}","[""dare""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,greedy_soup_over_generated_candidates,ok,
