setting_id,run_id,dataset,task_preset,architecture,width,n_tasks,seed,base_epochs,finetune_epochs,max_train_samples,max_test_samples,task_vector_sign_conflict_fraction,task_vector_mean_pairwise_cosine,task_vector_min_pairwise_cosine,triangle_cycle_score,sync_disagreement,selector,validation_average_accuracy,validation_worst_task_accuracy,validation_average_loss,test_average_accuracy,test_worst_task_accuracy,test_average_loss,delta_test_average_accuracy_vs_original_greedy,delta_test_worst_task_accuracy_vs_original_greedy,delta_test_average_accuracy_vs_best_single_task_vector_method,original_greedy_test_average_accuracy,original_greedy_test_worst_task_accuracy,best_single_task_vector_label,best_single_task_vector_family,best_single_task_vector_test_average_accuracy,selected_candidate_label,selected_candidate_family,selected_candidate_kind,selected_candidate_params_json,selected_candidate_families_json,selected_candidate_count,generated_candidate_count,candidate_families_json,uses_validation_data,test_used_for_selection,selection_rule,status,skip_reason
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7302,fashion_mnist,fashion_class_subsets,mlp2,128,3,7302,3,2,6000,2000,0.7992578779474268,-0.0371649843877763,-0.4203329226928496,0.0,0.0,greedy_soup_original_pool,0.7073202614379085,0.6352941176470588,0.81029555362591,0.6772222222222223,0.5766666666666667,0.8288951195610893,0.0,0.0,-0.05666666666666664,0.6772222222222223,0.5766666666666667,dare_drop=0.3_scale=0.5,dare,0.7338888888888889,greedy_soup_original_pool_final,greedy_soup_original_pool,validation_soup_over_fine_tuned_tasks,"{""selection_indices"":[2,0,1]}","[""greedy_soup_original_pool""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",False,False,greedy_soup_original_pool,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7302,fashion_mnist,fashion_class_subsets,mlp2,128,3,7302,3,2,6000,2000,0.7992578779474268,-0.0371649843877763,-0.4203329226928496,0.0,0.0,best_validation_generated_candidate,0.7448319327731093,0.7183333333333334,0.7349761606353561,0.7338888888888889,0.695,0.7400545628865561,0.05666666666666664,0.11833333333333329,0.0,0.6772222222222223,0.5766666666666667,dare_drop=0.3_scale=0.5,dare,0.7338888888888889,dare_drop=0.3_scale=0.5,dare,dare_grid,"{""drop_rate"":0.3,""scale"":0.5}","[""dare""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,best_validation_generated_candidate,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7302,fashion_mnist,fashion_class_subsets,mlp2,128,3,7302,3,2,6000,2000,0.7992578779474268,-0.0371649843877763,-0.4203329226928496,0.0,0.0,conservative_lcb_generated_candidate,0.7448319327731093,0.7183333333333334,0.7349761606353561,0.7338888888888889,0.695,0.7400545628865561,0.05666666666666664,0.11833333333333329,0.0,0.6772222222222223,0.5766666666666667,dare_drop=0.3_scale=0.5,dare,0.7338888888888889,dare_drop=0.3_scale=0.5,dare,dare_grid,"{""drop_rate"":0.3,""scale"":0.5}","[""dare""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,conservative_lcb_generated_candidate,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7302,fashion_mnist,fashion_class_subsets,mlp2,128,3,7302,3,2,6000,2000,0.7992578779474268,-0.0371649843877763,-0.4203329226928496,0.0,0.0,worst_task_validation_selector,0.7448319327731093,0.7183333333333334,0.7349761606353561,0.7338888888888889,0.695,0.7400545628865561,0.05666666666666664,0.11833333333333329,0.0,0.6772222222222223,0.5766666666666667,dare_drop=0.3_scale=0.5,dare,0.7338888888888889,dare_drop=0.3_scale=0.5,dare,dare_grid,"{""drop_rate"":0.3,""scale"":0.5}","[""dare""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,worst_task_validation_selector,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7302,fashion_mnist,fashion_class_subsets,mlp2,128,3,7302,3,2,6000,2000,0.7992578779474268,-0.0371649843877763,-0.4203329226928496,0.0,0.0,greedy_soup_over_generated_candidates,0.7448366013071895,0.7183333333333334,0.7340469851881183,0.7322222222222221,0.6916666666666667,0.7388021617465549,0.05499999999999983,0.11499999999999999,-0.0016666666666668162,0.6772222222222223,0.5766666666666667,dare_drop=0.3_scale=0.5,dare,0.7338888888888889,greedy_soup_over_generated_candidates,generated_candidate_soup,validation_soup_over_generated_candidates,"{""selection_indices"":[28,25]}","[""dare"",""dare""]",2,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,greedy_soup_over_generated_candidates,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7303,fashion_mnist,fashion_class_subsets,mlp2,128,3,7303,3,2,6000,2000,0.7959241527025325,-0.0677154163502606,-0.4070216142093505,0.0,0.0,greedy_soup_original_pool,0.7566666666666667,0.7033333333333334,0.6828320376078287,0.695,0.6316666666666667,0.7739082739088271,0.0,0.0,-0.03222222222222226,0.695,0.6316666666666667,dare_drop=0.5_scale=0.5,dare,0.7272222222222222,greedy_soup_original_pool_final,greedy_soup_original_pool,validation_soup_over_fine_tuned_tasks,"{""selection_indices"":[2,0,1]}","[""greedy_soup_original_pool""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",False,False,greedy_soup_original_pool,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7303,fashion_mnist,fashion_class_subsets,mlp2,128,3,7303,3,2,6000,2000,0.7959241527025325,-0.0677154163502606,-0.4070216142093505,0.0,0.0,best_validation_generated_candidate,0.7794444444444445,0.7466666666666667,0.6364373185899522,0.7272222222222222,0.6633333333333333,0.7234309323628744,0.03222222222222226,0.03166666666666662,0.0,0.695,0.6316666666666667,dare_drop=0.5_scale=0.5,dare,0.7272222222222222,dare_drop=0.5_scale=0.5,dare,dare_grid,"{""drop_rate"":0.5,""scale"":0.5}","[""dare""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,best_validation_generated_candidate,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7303,fashion_mnist,fashion_class_subsets,mlp2,128,3,7303,3,2,6000,2000,0.7959241527025325,-0.0677154163502606,-0.4070216142093505,0.0,0.0,conservative_lcb_generated_candidate,0.7794444444444445,0.7466666666666667,0.6364373185899522,0.7272222222222222,0.6633333333333333,0.7234309323628744,0.03222222222222226,0.03166666666666662,0.0,0.695,0.6316666666666667,dare_drop=0.5_scale=0.5,dare,0.7272222222222222,dare_drop=0.5_scale=0.5,dare,dare_grid,"{""drop_rate"":0.5,""scale"":0.5}","[""dare""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,conservative_lcb_generated_candidate,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7303,fashion_mnist,fashion_class_subsets,mlp2,128,3,7303,3,2,6000,2000,0.7959241527025325,-0.0677154163502606,-0.4070216142093505,0.0,0.0,worst_task_validation_selector,0.7722222222222221,0.7483333333333333,0.6521359613206651,0.7166666666666667,0.66,0.7407218572828503,0.021666666666666723,0.02833333333333332,-0.01055555555555554,0.695,0.6316666666666667,dare_drop=0.5_scale=0.5,dare,0.7272222222222222,slerp_grid_t=0.75,slerp_grid,base_to_mean_task_slerp,"{""t"":0.75}","[""slerp_grid""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,worst_task_validation_selector,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7303,fashion_mnist,fashion_class_subsets,mlp2,128,3,7303,3,2,6000,2000,0.7959241527025325,-0.0677154163502606,-0.4070216142093505,0.0,0.0,greedy_soup_over_generated_candidates,0.7799999999999999,0.7516666666666667,0.6422779528299968,0.7244444444444444,0.6616666666666666,0.7299002668592666,0.029444444444444495,0.029999999999999916,-0.002777777777777768,0.695,0.6316666666666667,dare_drop=0.5_scale=0.5,dare,0.7272222222222222,greedy_soup_over_generated_candidates,generated_candidate_soup,validation_soup_over_generated_candidates,"{""selection_indices"":[31,9]}","[""dare"",""slerp_grid""]",2,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,greedy_soup_over_generated_candidates,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7304,fashion_mnist,fashion_class_subsets,mlp2,128,3,7304,3,2,6000,2000,0.7819185908117114,-0.0331073591085732,-0.4011645008038864,0.0,0.0,greedy_soup_original_pool,0.7187599703209052,0.6933333333333334,0.9893902229276531,0.6866666666666666,0.6383333333333333,1.1082820002237954,0.0,0.0,-0.05166666666666664,0.6866666666666666,0.6383333333333333,slerp_grid_t=0.5,slerp_grid,0.7383333333333333,greedy_soup_original_pool_final,greedy_soup_original_pool,validation_soup_over_fine_tuned_tasks,"{""selection_indices"":[2,0]}","[""greedy_soup_original_pool""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",False,False,greedy_soup_original_pool,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7304,fashion_mnist,fashion_class_subsets,mlp2,128,3,7304,3,2,6000,2000,0.7819185908117114,-0.0331073591085732,-0.4011645008038864,0.0,0.0,best_validation_generated_candidate,0.772647931738082,0.745,0.6744055234158642,0.7383333333333333,0.6866666666666666,0.7393004480997721,0.05166666666666664,0.04833333333333334,0.0,0.6866666666666666,0.6383333333333333,slerp_grid_t=0.5,slerp_grid,0.7383333333333333,slerp_grid_t=0.5,slerp_grid,base_to_mean_task_slerp,"{""t"":0.5}","[""slerp_grid""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,best_validation_generated_candidate,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7304,fashion_mnist,fashion_class_subsets,mlp2,128,3,7304,3,2,6000,2000,0.7819185908117114,-0.0331073591085732,-0.4011645008038864,0.0,0.0,conservative_lcb_generated_candidate,0.772647931738082,0.745,0.6744055234158642,0.7383333333333333,0.6866666666666666,0.7393004480997721,0.05166666666666664,0.04833333333333334,0.0,0.6866666666666666,0.6383333333333333,slerp_grid_t=0.5,slerp_grid,0.7383333333333333,slerp_grid_t=0.5,slerp_grid,base_to_mean_task_slerp,"{""t"":0.5}","[""slerp_grid""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,conservative_lcb_generated_candidate,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7304,fashion_mnist,fashion_class_subsets,mlp2,128,3,7304,3,2,6000,2000,0.7819185908117114,-0.0331073591085732,-0.4011645008038864,0.0,0.0,worst_task_validation_selector,0.7709988870339455,0.7483333333333333,0.6741313905066715,0.7144444444444445,0.6633333333333333,0.7533376524183485,0.0277777777777779,0.025000000000000022,-0.023888888888888737,0.6866666666666666,0.6383333333333333,slerp_grid_t=0.5,slerp_grid,0.7383333333333333,ties_density=0.2_scale=0.5,ties_merging,ties_grid,"{""density"":0.2,""scale"":0.5}","[""ties_merging""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,worst_task_validation_selector,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7304,fashion_mnist,fashion_class_subsets,mlp2,128,3,7304,3,2,6000,2000,0.7819185908117114,-0.0331073591085732,-0.4011645008038864,0.0,0.0,greedy_soup_over_generated_candidates,0.7793229456501577,0.7533333333333333,0.6700474519717231,0.7338888888888889,0.6833333333333333,0.7378746710883246,0.047222222222222276,0.04500000000000004,-0.004444444444444362,0.6866666666666666,0.6383333333333333,slerp_grid_t=0.5,slerp_grid,0.7383333333333333,greedy_soup_over_generated_candidates,generated_candidate_soup,validation_soup_over_generated_candidates,"{""selection_indices"":[8,12,16,25]}","[""slerp_grid"",""task_arithmetic"",""ties_merging"",""dare""]",4,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,greedy_soup_over_generated_candidates,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7305,fashion_mnist,fashion_class_subsets,mlp2,128,3,7305,3,2,6000,2000,0.7894827902053777,-0.0193847931730353,-0.4141852438051161,0.0,0.0,greedy_soup_original_pool,0.7051107554234429,0.6406779661016949,0.781477598553741,0.6811111111111111,0.6016666666666667,0.7942077848646377,0.0,0.0,-0.043333333333333335,0.6811111111111111,0.6016666666666667,slerp_grid_t=0.25,slerp_grid,0.7244444444444444,greedy_soup_original_pool_final,greedy_soup_original_pool,validation_soup_over_fine_tuned_tasks,"{""selection_indices"":[0,2,1]}","[""greedy_soup_original_pool""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",False,False,greedy_soup_original_pool,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7305,fashion_mnist,fashion_class_subsets,mlp2,128,3,7305,3,2,6000,2000,0.7894827902053777,-0.0193847931730353,-0.4141852438051161,0.0,0.0,best_validation_generated_candidate,0.7402884881051057,0.6964586846543002,0.7148400867769252,0.7244444444444444,0.6533333333333333,0.7400958336724176,0.043333333333333335,0.05166666666666664,0.0,0.6811111111111111,0.6016666666666667,slerp_grid_t=0.25,slerp_grid,0.7244444444444444,slerp_grid_t=0.25,slerp_grid,base_to_mean_task_slerp,"{""t"":0.25}","[""slerp_grid""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,best_validation_generated_candidate,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7305,fashion_mnist,fashion_class_subsets,mlp2,128,3,7305,3,2,6000,2000,0.7894827902053777,-0.0193847931730353,-0.4141852438051161,0.0,0.0,conservative_lcb_generated_candidate,0.7402884881051057,0.6964586846543002,0.7148400867769252,0.7244444444444444,0.6533333333333333,0.7400958336724176,0.043333333333333335,0.05166666666666664,0.0,0.6811111111111111,0.6016666666666667,slerp_grid_t=0.25,slerp_grid,0.7244444444444444,slerp_grid_t=0.25,slerp_grid,base_to_mean_task_slerp,"{""t"":0.25}","[""slerp_grid""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,conservative_lcb_generated_candidate,ok,
fashion_mnist_fashion_class_subsets_mlp2_W128_N3,fashion_mnist_fashion_class_subsets_mlp2_W128_N3_seed7305,fashion_mnist,fashion_class_subsets,mlp2,128,3,7305,3,2,6000,2000,0.7894827902053777,-0.0193847931730353,-0.4141852438051161,0.0,0.0,worst_task_validation_selector,0.7356913679049043,0.7032040472175379,0.7202537019272851,0.7227777777777779,0.6733333333333333,0.7403132247924805,0.04166666666666674,0.07166666666666666,-0.0016666666666665941,0.6811111111111111,0.6016666666666667,slerp_grid_t=0.25,slerp_grid,0.7244444444444444,slerp_grid_t=0.5,slerp_grid,base_to_mean_task_slerp,"{""t"":0.5}","[""slerp_grid""]",1,34,"[""base_model"",""dare"",""fine_tuned_task_model"",""greedy_soup_original_pool"",""slerp_grid"",""slerp_sequential"",""task_arithmetic"",""ties_merging"",""weight_average""]",True,False,worst_task_validation_selector,ok,
