summary_type,scope,n_models,width,method,baseline,n_rows,n_seeds,mean_val_accuracy,mean_test_accuracy,test_accuracy_ci_low,test_accuracy_ci_high,test_accuracy_standard_error,mean_test_loss,mean_merge_degradation,mean_accuracy_delta_vs_c2m3,mean_accuracy_delta_vs_greedy_soup,mean_accuracy_delta_vs_weight_average,mean_validation_delta_vs_c2m3,mean_validation_delta_vs_greedy_soup,mean_validation_delta_vs_weight_average,validation_only_selection,symmetry_status,is_single_model,capacity_matched_to_weight_average,comparison,claim_label,n_pairs,paired_mean_accuracy_delta,paired_accuracy_delta_ci_low,paired_accuracy_delta_ci_high,paired_mean_validation_delta,paired_mean_loss_delta,accuracy_wins,accuracy_ties,accuracy_losses,sign_test_two_sided_p,fixed_settings_positive,fixed_settings_total,selector_choice_counts,selector_behavior_reference,selector_chosen_test_better,selector_chosen_test_tied,selector_chosen_test_worse,mean_selected_alpha,fraction_alpha_zero,fraction_alpha_one_or_more,mean_finite_selected_tau,fraction_tau_infinite,soup_mean_ingredient_count,selected_type_examples,n_settings,mean_permutation_cycle_score,mean_permutation_centrality,mean_signed_permutation_centrality,mean_monomial_centrality,mean_monomial_centrality_improvement,noncentral_residual_fraction,non_brauer_or_noncentral_fraction,finite_index_candidate_fraction,real_central_projective_candidate_fraction,ladder_final_decision_counts,ladder_selected_level_counts,target,predictor,pearson,spearman,claim,claim_decision,claim_reason
method_summary,fixed_setting,3,128,shrinkage_monomial_scale,,5.0,5.0,0.8241666666666667,0.8124800000000001,0.81088,0.81416,0.0010011992808626972,0.552165811471939,0.01499999999999998,0.0033199999999999805,-0.014399999999999979,0.23587999999999995,0.0062499999999999205,-0.01749999999999998,0.23024999999999998,True,validation_selected_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,union_candidate_soup,,5.0,5.0,0.8433333333333334,0.82692,0.8237599999999998,0.8300040000000001,0.0018271288952890043,0.4981836225414276,0.0005600000000000199,0.01775999999999994,3.999999999996001e-05,0.25032,0.025416666666666577,0.0016666666666666399,0.24941666666666662,True,validation_selected_union_candidate_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,validated_ladder_selector,,5.0,5.0,0.8211666666666666,0.8115600000000001,0.8098000000000001,0.81328,0.0009620810776644558,0.5618650857162476,0.01591999999999994,0.0024000000000000002,-0.01531999999999994,0.23496,0.0032499999999999396,-0.020499999999999956,0.22725,True,validation_selected_exact_relu_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,3,128,weight_average,,5.0,5.0,0.5939166666666666,0.5766000000000001,0.54128,0.6141539999999999,0.02106475729743878,1.136114075756073,0.25088,-0.23255999999999996,-0.25028,0.0,-0.22400000000000003,-0.24775,0.0,True,ordinary_unaligned_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,c2m3_greedy_soup,,5.0,5.0,0.8288333333333334,0.81368,0.8115600000000001,0.81624,0.0014136477637657838,0.54426559425354,0.00116,0.12035999999999995,0.0,0.37603999999999993,0.11866666666666663,0.0,0.3746666666666666,True,exact_relu_permutation_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,c2m3_permutation,,5.0,5.0,0.7101666666666666,0.69332,0.6408400000000001,0.73112,0.025477252599132416,0.8331083646583558,0.12151999999999999,0.0,-0.12035999999999995,0.25567999999999996,0.0,-0.11866666666666663,0.25599999999999995,True,exact_relu_permutation_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,ensemble_upper_bound,,5.0,5.0,0.82975,0.81592,0.8138400000000001,0.818,0.0012076423311560519,0.5388388054275512,-0.0010800000000000202,0.12259999999999997,0.00224000000000004,0.37828,0.11958333333333329,0.00091666666666666,0.37558333333333327,True,extra_capacity_ensemble,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,global_monomial_greedy_soup,,5.0,5.0,0.8288333333333334,0.81368,0.8115599999999998,0.81624,0.0014136477637657838,0.5442655951881409,0.00116,0.12035999999999995,0.0,0.37603999999999993,0.11866666666666663,0.0,0.3746666666666666,True,global_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,global_monomial_scale,,5.0,5.0,0.7675,0.75476,0.74168,0.76488,0.006783037667594068,0.72145005818367,0.06007999999999995,0.06143999999999994,-0.05891999999999992,0.31711999999999996,0.057333333333333306,-0.06133333333333331,0.3133333333333333,True,validation_selected_global_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,greedy_soup,,5.0,5.0,0.8288333333333334,0.81368,0.8115599999999998,0.81648,0.0014136477637657838,0.5442655959510803,0.00116,0.12035999999999995,0.0,0.37603999999999993,0.11866666666666663,0.0,0.3746666666666666,True,ordinary_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,improved_validated_selector,,5.0,5.0,0.8290000000000001,0.81336,0.81124,0.8164,0.001486472334084962,0.5452548427104948,0.00148,0.12003999999999995,-0.00031999999999997997,0.37571999999999994,0.11883333333333332,0.00016666666666666,0.3748333333333333,True,validation_selected_single_model_or_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,monomial_scale,,5.0,5.0,0.76325,0.74828,0.7313199999999999,0.7629999999999999,0.009117368041271558,0.7291066372299195,0.06656,0.05495999999999994,-0.06539999999999999,0.3106399999999999,0.0530833333333333,-0.06558333333333329,0.3090833333333333,True,exact_relu_positive_scale_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,monomial_scaled_greedy_soup,,5.0,5.0,0.8288333333333334,0.81368,0.8115600000000001,0.81624,0.0014136477637657838,0.544265599269867,0.00116,0.12035999999999995,0.0,0.37603999999999993,0.11866666666666663,0.0,0.3746666666666666,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,optimized_monomial_greedy_soup,,5.0,5.0,0.8288333333333334,0.81368,0.8115599999999998,0.81624,0.0014136477637657838,0.5442655962467193,0.00116,0.12035999999999995,0.0,0.37603999999999993,0.11866666666666663,0.0,0.3746666666666666,True,optimized_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,optimized_monomial_scale,,5.0,5.0,0.8033333333333333,0.7896400000000001,0.78732,0.79196,0.0013362634470792,0.6241499076175689,0.025199999999999962,0.09631999999999993,-0.02403999999999992,0.352,0.09316666666666665,-0.02549999999999994,0.3491666666666667,True,validation_optimized_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,shrinkage_monomial_greedy_soup,,5.0,5.0,0.8288333333333334,0.81368,0.8115599999999998,0.81624,0.0014136477637657838,0.5442655968761445,0.00116,0.12035999999999995,0.0,0.37603999999999993,0.11866666666666663,0.0,0.3746666666666666,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,shrinkage_monomial_scale,,5.0,5.0,0.7737499999999999,0.7586799999999999,0.7476,0.76768,0.005793651698195192,0.7193212989711761,0.05615999999999995,0.06535999999999995,-0.05499999999999992,0.32103999999999994,0.06358333333333328,-0.05508333333333333,0.3195833333333332,True,validation_selected_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,union_candidate_soup,,5.0,5.0,0.8290000000000001,0.81336,0.8111599999999999,0.81624,0.001486472334084962,0.5452548427104948,0.00148,0.12003999999999995,-0.00031999999999997997,0.37571999999999994,0.11883333333333332,0.00016666666666666,0.3748333333333333,True,validation_selected_union_candidate_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,validated_ladder_selector,,5.0,5.0,0.76325,0.74828,0.73072,0.7629999999999999,0.009117368041271558,0.7291066372299195,0.06656,0.05495999999999994,-0.06539999999999999,0.3106399999999999,0.0530833333333333,-0.06558333333333329,0.3090833333333333,True,validation_selected_exact_relu_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,32,weight_average,,5.0,5.0,0.4541666666666667,0.43764000000000003,0.34228000000000003,0.55652,0.06203842035384203,1.5875086546707153,0.3772,-0.25567999999999996,-0.37603999999999993,0.0,-0.25599999999999995,-0.3746666666666666,0.0,True,ordinary_unaligned_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,c2m3_greedy_soup,,10.0,10.0,0.8360416666666666,0.8234,0.82118,0.8256405000000001,0.0011589267065311368,0.5178661494445801,0.0008399999999999901,0.07807999999999997,0.0,0.41018,0.076375,0.0,0.40424999999999994,True,exact_relu_permutation_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,c2m3_permutation,,10.0,10.0,0.7596666666666667,0.7453200000000001,0.7177955000000001,0.768723,0.014031653106063052,0.6952475781059265,0.07891999999999996,0.0,-0.07807999999999997,0.33209999999999995,0.0,-0.076375,0.32787499999999997,True,exact_relu_permutation_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,ensemble_upper_bound,,10.0,10.0,0.8376666666666667,0.8238999999999999,0.82254,0.82494,0.000650640709864773,0.5102856810617447,0.00033999999999998994,0.07858,0.0004999999999999999,0.41068,0.07799999999999999,0.0016249999999999698,0.405875,True,extra_capacity_ensemble,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,global_monomial_greedy_soup,,10.0,10.0,0.8360416666666666,0.8234,0.8211595000000002,0.8255205,0.0011589267065311368,0.5178661486816406,0.0008399999999999901,0.07807999999999997,0.0,0.41018,0.076375,0.0,0.40424999999999994,True,global_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,global_monomial_scale,,10.0,10.0,0.8013333333333333,0.7829600000000001,0.7677595,0.7939805000000001,0.007176802135275073,0.6432053489398957,0.04127999999999994,0.03763999999999996,-0.04043999999999994,0.36973999999999996,0.04166666666666662,-0.034708333333333306,0.36954166666666666,True,validation_selected_global_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,greedy_soup,,10.0,10.0,0.8360416666666666,0.8234,0.8212395000000001,0.8254204999999999,0.0011589267065311368,0.5178661495780944,0.0008399999999999901,0.07807999999999997,0.0,0.41018,0.076375,0.0,0.40424999999999994,True,ordinary_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,improved_validated_selector,,10.0,10.0,0.83675,0.8227,0.8206795000000001,0.8247,0.0010943288150988037,0.5192963712263108,0.0015400000000000001,0.07737999999999998,-0.00070000000000001,0.40948,0.07708333333333331,0.0007083333333332799,0.40495833333333336,True,validation_selected_single_model_or_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,monomial_scale,,10.0,10.0,0.7944583333333333,0.77874,0.7648995,0.78916,0.006577608481304836,0.6447289046812057,0.045499999999999964,0.033419999999999984,-0.04465999999999997,0.36552,0.03479166666666666,-0.041583333333333306,0.36266666666666664,True,exact_relu_positive_scale_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,monomial_scaled_greedy_soup,,10.0,10.0,0.8360416666666666,0.8234,0.8211600000000001,0.82546,0.0011589267065311368,0.517866148443222,0.0008399999999999901,0.07807999999999997,0.0,0.41018,0.076375,0.0,0.40424999999999994,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,optimized_monomial_greedy_soup,,10.0,10.0,0.8360416666666666,0.8234,0.8210799999999999,0.8255399999999999,0.0011589267065311368,0.5178661529493331,0.0008399999999999901,0.07807999999999997,0.0,0.41018,0.076375,0.0,0.40424999999999994,True,optimized_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,optimized_monomial_scale,,10.0,10.0,0.8226666666666667,0.80558,0.8027595,0.80856,0.0015940026488197694,0.5651776656389237,0.01865999999999996,0.060259999999999966,-0.017819999999999964,0.39235999999999993,0.06299999999999996,-0.01337499999999998,0.390875,True,validation_optimized_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,shrinkage_monomial_greedy_soup,,10.0,10.0,0.8360416666666666,0.8234,0.8212999999999999,0.8253405,0.0011589267065311368,0.5178661513280868,0.0008399999999999901,0.07807999999999997,0.0,0.41018,0.076375,0.0,0.40424999999999994,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,shrinkage_monomial_scale,,10.0,10.0,0.8007083333333334,0.7824800000000001,0.7665985000000001,0.7943410000000001,0.0073280708390559505,0.6432947764444352,0.04175999999999995,0.037159999999999985,-0.04091999999999994,0.36926,0.04104166666666663,-0.035333333333333286,0.3689166666666666,True,validation_selected_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,union_candidate_soup,,10.0,10.0,0.83675,0.8227,0.8206795,0.82466,0.0010943288150988037,0.5192963709259033,0.0015400000000000001,0.07737999999999998,-0.00070000000000001,0.40948,0.07708333333333331,0.0007083333333332799,0.40495833333333336,True,validation_selected_union_candidate_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,validated_ladder_selector,,10.0,10.0,0.7963333333333333,0.78146,0.766439,0.7924605,0.006930323064459387,0.6451931853055953,0.04277999999999997,0.036139999999999964,-0.04193999999999997,0.36824,0.036666666666666646,-0.03970833333333331,0.36454166666666665,True,validation_selected_exact_relu_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,64,weight_average,,10.0,10.0,0.4317916666666667,0.41322000000000003,0.37358,0.4493045,0.020971482223883623,1.553340686645508,0.41102,-0.33209999999999995,-0.41018,0.0,-0.32787499999999997,-0.40424999999999994,0.0,True,ordinary_unaligned_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,c2m3_greedy_soup,,5.0,5.0,0.8434166666666666,0.82696,0.82628,0.82772,0.00040693979898752684,0.49531887278556824,0.00063999999999998,0.02375999999999996,0.0,0.36024,0.0301666666666666,0.0,0.35383333333333333,True,exact_relu_permutation_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,c2m3_permutation,,5.0,5.0,0.81325,0.8032,0.7934800000000001,0.8124399999999999,0.005504543577809156,0.5830636225318908,0.02439999999999996,0.0,-0.02375999999999996,0.33648,0.0,-0.0301666666666666,0.32366666666666666,True,exact_relu_permutation_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,ensemble_upper_bound,,5.0,5.0,0.8455833333333332,0.8309599999999999,0.8289200000000001,0.8328800000000001,0.0011720068259186882,0.4874930853748321,-0.0033599999999999602,0.027759999999999962,0.00399999999999996,0.36423999999999995,0.03233333333333324,0.00216666666666662,0.356,True,extra_capacity_ensemble,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,global_monomial_greedy_soup,,5.0,5.0,0.8434166666666666,0.82696,0.82628,0.82772,0.00040693979898752684,0.4953188749217987,0.00063999999999998,0.02375999999999996,0.0,0.36024,0.0301666666666666,0.0,0.35383333333333333,True,global_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,global_monomial_scale,,5.0,5.0,0.8229166666666666,0.80968,0.79872,0.8185199999999998,0.0056524684873071225,0.5669801630020141,0.017919999999999957,0.006479999999999919,-0.01727999999999996,0.34295999999999993,0.009666666666666579,-0.020499999999999963,0.33333333333333337,True,validation_selected_global_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,greedy_soup,,5.0,5.0,0.8434166666666666,0.82696,0.82628,0.82764,0.00040693979898752684,0.4953188732337951,0.00063999999999998,0.02375999999999996,0.0,0.36024,0.0301666666666666,0.0,0.35383333333333333,True,ordinary_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,improved_validated_selector,,5.0,5.0,0.8445,0.8267599999999999,0.82616,0.8277599999999999,0.0005153639490690004,0.4985068123817443,0.0008399999999999599,0.02355999999999996,-0.00019999999999998,0.36004,0.031249999999999934,0.00108333333333334,0.35491666666666666,True,validation_selected_single_model_or_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,monomial_scale,,5.0,5.0,0.81925,0.80816,0.7978400000000001,0.81548,0.005019322663467656,0.5660818945217132,0.01943999999999998,0.00495999999999996,-0.01879999999999998,0.34144,0.005999999999999959,-0.02416666666666662,0.32966666666666666,True,exact_relu_positive_scale_symmetry,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,monomial_scaled_greedy_soup,,5.0,5.0,0.8434166666666666,0.82696,0.82628,0.82764,0.00040693979898752684,0.49531887325286866,0.00063999999999998,0.02375999999999996,0.0,0.36024,0.0301666666666666,0.0,0.35383333333333333,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,optimized_monomial_greedy_soup,,5.0,5.0,0.8434166666666666,0.82696,0.82628,0.8277199999999999,0.00040693979898752684,0.4953188782596588,0.00063999999999998,0.02375999999999996,0.0,0.36024,0.0301666666666666,0.0,0.35383333333333333,True,optimized_exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,optimized_monomial_scale,,5.0,5.0,0.8374166666666666,0.8204800000000001,0.81768,0.8236399999999999,0.001741952927033339,0.51985605345726,0.007119999999999921,0.017279999999999997,-0.00647999999999994,0.35375999999999996,0.024166666666666604,-0.00599999999999994,0.3478333333333333,True,validation_optimized_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,shrinkage_monomial_greedy_soup,,5.0,5.0,0.8434166666666666,0.82696,0.8263189999999999,0.82772,0.00040693979898752684,0.49531887325286866,0.00063999999999998,0.02375999999999996,0.0,0.36024,0.0301666666666666,0.0,0.35383333333333333,True,exact_relu_positive_scale_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,shrinkage_monomial_scale,,5.0,5.0,0.8237500000000001,0.8100799999999999,0.79916,0.8183199999999999,0.005539169612857136,0.5673779697322845,0.017519999999999963,0.00687999999999994,-0.01687999999999996,0.34336,0.010499999999999938,-0.01966666666666662,0.33416666666666667,True,validation_selected_exact_relu_positive_scale,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,union_candidate_soup,,5.0,5.0,0.8443333333333334,0.8278800000000001,0.82624,0.830042,0.0010983624174196753,0.49647005690574647,-0.00028000000000000003,0.024679999999999938,0.0009199999999999801,0.36116,0.03108333333333325,0.0009166666666666599,0.35474999999999995,True,validation_selected_union_candidate_single_model_soup,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,validated_ladder_selector,,5.0,5.0,0.8196666666666668,0.80852,0.7993999999999999,0.81544,0.004643533137601157,0.570220475988388,0.01907999999999998,0.00531999999999998,-0.01843999999999998,0.3418,0.00641666666666664,-0.023749999999999945,0.33008333333333334,True,validation_selected_exact_relu_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
method_summary,fixed_setting,4,128,weight_average,,5.0,5.0,0.48958333333333337,0.46672,0.40928,0.52264,0.033265273183907575,1.5145196630859377,0.36088,-0.33648,-0.36024,0.0,-0.32366666666666666,-0.35383333333333333,0.0,True,ordinary_unaligned_single_model,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paired_comparison,overall_paired,,,weight_average,c2m3_permutation,,,,,,,,,,,,,,,,True,,,,weight_average_vs_c2m3_permutation,weight_average over c2m3_permutation,35.0,-0.2732914285714286,-0.3049787142857143,-0.2399014285714286,-0.2677738095238095,0.7363101659461431,0.0,0.0,35.0,5.820766091346741e-11,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paired_comparison,overall_paired,,,monomial_scale,c2m3_permutation,,,,,,,,,,,,,,,,True,,,,monomial_scale_vs_c2m3_permutation,monomial_scale over c2m3_permutation,35.0,0.027085714285714282,0.017478428571428554,0.0372878571428571,0.0290952380952381,-0.049329200887680065,30.0,0.0,5.0,2.2361520677804947e-05,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paired_comparison,overall_paired,,,shrinkage_monomial_scale,c2m3_permutation,,,,,,,,,,,,,,,,True,,,,shrinkage_monomial_scale_vs_c2m3_permutation,shrinkage_monomial_scale over c2m3_permutation,35.0,0.03211428571428572,0.022027571428571417,0.04331599999999998,0.03598809523809523,-0.05316902805328368,30.0,1.0,4.0,6.16488978266716e-06,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paired_comparison,overall_paired,,,global_monomial_scale,c2m3_permutation,,,,,,,,,,,,,,,,True,,,,global_monomial_scale_vs_c2m3_permutation,global_monomial_scale over c2m3_permutation,35.0,0.03186285714285714,0.021884000000000004,0.042771857142857146,0.03554761904761905,-0.051900764661516476,31.0,0.0,4.0,3.4654513001441956e-06,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paired_comparison,overall_paired,,,optimized_monomial_scale,c2m3_permutation,,,,,,,,,,,,,,,,True,,,,optimized_monomial_scale_vs_c2m3_permutation,optimized_monomial_scale over c2m3_permutation,35.0,0.05252000000000001,0.03839200000000001,0.06737757142857144,0.05647619047619047,-0.1202522607108525,35.0,0.0,0.0,5.820766091346741e-11,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paired_comparison,overall_paired,,,validated_ladder_selector,c2m3_permutation,,,,,,,,,,,,,,,,True,,,,validated_ladder_selector_vs_c2m3_permutation,validated_ladder_selector over c2m3_permutation,35.0,0.02797142857142857,0.01864557142857143,0.038234857142857126,0.029940476190476187,-0.047863063827242175,27.0,7.0,1.0,2.1606683731079102e-07,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paired_comparison,overall_paired,,,improved_validated_selector,c2m3_permutation,,,,,,,,,,,,,,,,True,,,,improved_validated_selector_vs_c2m3_permutation,improved_validated_selector over c2m3_permutation,35.0,0.06641142857142858,0.05080500000000002,0.0837107142857143,0.07110714285714285,-0.16626856971604484,35.0,0.0,0.0,5.820766091346741e-11,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paired_comparison,overall_paired,,,greedy_soup,c2m3_permutation,,,,,,,,,,,,,,,,True,,,,greedy_soup_vs_c2m3_permutation,greedy_soup over c2m3_permutation,35.0,0.06722285714285715,0.050832571428571414,0.08489285714285714,0.07022619047619048,-0.16758247753688266,35.0,0.0,0.0,5.820766091346741e-11,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paired_comparison,overall_paired,,,c2m3_greedy_soup,c2m3_permutation,,,,,,,,,,,,,,,,True,,,,c2m3_greedy_soup_vs_c2m3_permutation,c2m3_greedy_soup over c2m3_permutation,35.0,0.06722285714285715,0.051085000000000005,0.08416742857142856,0.07022619047619048,-0.16758247847284594,35.0,0.0,0.0,5.820766091346741e-11,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paired_comparison,overall_paired,,,monomial_scaled_greedy_soup,c2m3_permutation,,,,,,,,,,,,,,,,True,,,,monomial_scaled_greedy_soup_vs_c2m3_permutation,monomial_scaled_greedy_soup over c2m3_permutation,35.0,0.06722285714285715,0.05094714285714287,0.08455700000000001,0.07022619047619048,-0.16758247686931063,35.0,0.0,0.0,5.820766091346741e-11,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paired_comparison,overall_paired,,,shrinkage_monomial_greedy_soup,c2m3_permutation,,,,,,,,,,,,,,,,True,,,,shrinkage_monomial_greedy_soup_vs_c2m3_permutation,shrinkage_monomial_greedy_soup over c2m3_permutation,35.0,0.06722285714285715,0.051684285714285724,0.08575528571428573,0.07022619047619048,-0.1675824765927451,35.0,0.0,0.0,5.820766091346741e-11,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paired_comparison,overall_paired,,,global_monomial_greedy_soup,c2m3_permutation,,,,,,,,,,,,,,,,True,,,,global_monomial_greedy_soup_vs_c2m3_permutation,global_monomial_greedy_soup over c2m3_permutation,35.0,0.06722285714285715,0.05043414285714286,0.08438085714285712,0.07022619047619048,-0.16758247831617087,35.0,0.0,0.0,5.820766091346741e-11,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
