dataset,architecture,n_models,width,domain_shift,matching,alignment_source,alignment_noise_fraction,fixed_setting_id,rank_method,baseline_method,comparison,branch_count,mean_delta,std_delta,bootstrap_ci_low,bootstrap_ci_high,n_paired_seeds,wins,ties,losses,baseline_ci_lower_positive,rank_lift_capacity_matched_claim_supported,claim_status
mnist,mlp,4,64,input_noise,monomial_activation,injected_noise,0.15,mnist_mlp_N4_W64_input_noise_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.00035000000000000216,0.005791119836915596,-0.0025004166666666803,0.0014837500000000044,30,9,11,10,False,False,negative_control_not_primary_evidence
mnist,mlp,4,64,input_noise,monomial_activation,observed,0.0,mnist_mlp_N4_W64_input_noise_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0007166666666666543,0.0037867357732078435,-0.0006004166666666782,0.002216666666666656,30,14,4,12,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,64,input_noise,monomial_activation,observed,0.0,mnist_mlp_N4_W64_input_noise_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.008750000000000006,0.005217262460927859,-0.010567500000000006,-0.006966249999999998,30,2,0,28,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,64,input_noise,monomial_activation,observed,0.0,mnist_mlp_N4_W64_input_noise_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.00013333333333332976,0.00438243620905506,-0.001400000000000005,0.0016833333333333366,30,11,12,7,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,64,input_noise,monomial_weight,injected_noise,0.15,mnist_mlp_N4_W64_input_noise_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0007666666666666784,0.006465736394753239,-0.0016999999999999756,0.0029166666666666746,30,15,9,6,False,False,negative_control_not_primary_evidence
mnist,mlp,4,64,input_noise,monomial_weight,injected_noise,0.15,mnist_mlp_N4_W64_input_noise_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.01306666666666666,0.008467720995083302,-0.016066666666666642,-0.010216666666666659,30,1,0,29,False,False,negative_control_not_primary_evidence
mnist,mlp,4,64,input_noise,monomial_weight,injected_noise,0.15,mnist_mlp_N4_W64_input_noise_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.000799999999999997,0.005881883348395985,-0.002817916666666667,0.0011499999999999956,30,8,12,10,False,False,negative_control_not_primary_evidence
mnist,mlp,4,64,input_noise,monomial_weight,observed,0.0,mnist_mlp_N4_W64_input_noise_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.00011666666666667232,0.0038387393165243626,-0.0013170833333333361,0.0014000000000000013,30,10,12,8,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,64,input_noise,monomial_weight,observed,0.0,mnist_mlp_N4_W64_input_noise_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.0081,0.005626905807414694,-0.010083333333333337,-0.006116666666666677,30,2,0,28,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,64,input_noise,monomial_weight,observed,0.0,mnist_mlp_N4_W64_input_noise_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.0009666666666666749,0.0028190648159951317,1.6666666666683056e-05,0.001966666666666672,30,10,15,5,True,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,64,none,monomial_activation,injected_noise,0.15,mnist_mlp_N4_W64_none_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0018000000000000054,0.005657768537823571,-0.0001170833333333317,0.0038670833333333417,30,14,8,8,False,False,negative_control_not_primary_evidence
mnist,mlp,4,64,none,monomial_activation,injected_noise,0.15,mnist_mlp_N4_W64_none_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.010183333333333341,0.006231847201290327,-0.012417083333333348,-0.008033333333333337,30,0,0,30,False,False,negative_control_not_primary_evidence
mnist,mlp,4,64,none,monomial_activation,injected_noise,0.15,mnist_mlp_N4_W64_none_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.003116666666666675,0.005069658448220087,-0.005016666666666684,-0.001499583333333337,30,1,18,11,False,False,negative_control_not_primary_evidence
mnist,mlp,4,64,none,monomial_activation,observed,0.0,mnist_mlp_N4_W64_none_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.00021666666666666872,0.003220846251330952,-0.000900000000000001,0.0014004166666666763,30,12,6,12,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,64,none,monomial_activation,observed,0.0,mnist_mlp_N4_W64_none_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.005683333333333326,0.0039880929098343905,-0.007150000000000001,-0.00438291666666666,30,1,0,29,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,64,none,monomial_activation,observed,0.0,mnist_mlp_N4_W64_none_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.0011666666666666676,0.003152266106976918,-0.0022999999999999948,-0.00013333333333334085,30,5,12,13,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,64,none,monomial_weight,injected_noise,0.15,mnist_mlp_N4_W64_none_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0017166666666666626,0.009576086715439093,-0.001683333333333333,0.005100416666666665,30,15,7,8,False,False,negative_control_not_primary_evidence
mnist,mlp,4,64,none,monomial_weight,injected_noise,0.15,mnist_mlp_N4_W64_none_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.01530000000000001,0.007687428160583878,-0.018183333333333336,-0.01268291666666668,30,0,0,30,False,False,negative_control_not_primary_evidence
mnist,mlp,4,64,none,monomial_weight,injected_noise,0.15,mnist_mlp_N4_W64_none_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.0023833333333333337,0.008969953036179432,-0.005500416666666672,0.0007500000000000099,30,3,14,13,False,False,negative_control_not_primary_evidence
mnist,mlp,4,64,none,monomial_weight,observed,0.0,mnist_mlp_N4_W64_none_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.00020000000000000017,0.004795112454184561,-0.0014504166666666624,0.0018837500000000013,30,12,6,12,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,64,none,monomial_weight,observed,0.0,mnist_mlp_N4_W64_none_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.010499999999999994,0.006261541068437084,-0.012817083333333331,-0.00836666666666666,30,0,0,30,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,64,none,monomial_weight,observed,0.0,mnist_mlp_N4_W64_none_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.003383333333333327,0.005927265074582686,-0.005350416666666662,-0.0013833333333333328,30,3,12,15,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,128,input_noise,monomial_activation,injected_noise,0.15,mnist_mlp_N4_W128_input_noise_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,-0.000649999999999995,0.005684446414074365,-0.002617499999999997,0.0013166666666666698,30,8,8,14,False,False,negative_control_not_primary_evidence
mnist,mlp,4,128,input_noise,monomial_activation,injected_noise,0.15,mnist_mlp_N4_W128_input_noise_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.011283333333333345,0.005809747061580267,-0.013217083333333357,-0.009300000000000008,30,1,0,29,False,False,negative_control_not_primary_evidence
mnist,mlp,4,128,input_noise,monomial_activation,injected_noise,0.15,mnist_mlp_N4_W128_input_noise_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.002383333333333337,0.006104949000511852,-0.004450000000000002,-0.00040000000000000024,30,7,10,13,False,False,negative_control_not_primary_evidence
mnist,mlp,4,128,input_noise,monomial_activation,observed,0.0,mnist_mlp_N4_W128_input_noise_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,-0.0005999999999999968,0.0032440927747267776,-0.001750416666666666,0.0005670833333333351,30,9,9,12,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,128,input_noise,monomial_activation,observed,0.0,mnist_mlp_N4_W128_input_noise_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.006933333333333343,0.003872389740050794,-0.00830000000000002,-0.005582500000000001,30,0,1,29,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,128,input_noise,monomial_activation,observed,0.0,mnist_mlp_N4_W128_input_noise_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.00023333333333331875,0.0037571387988764755,-0.0015504166666666548,0.0011333333333333453,30,9,13,8,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,128,input_noise,monomial_weight,injected_noise,0.15,mnist_mlp_N4_W128_input_noise_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.001016666666666662,0.004200745691876148,-0.0005170833333333319,0.0025170833333333204,30,17,6,7,False,False,negative_control_not_primary_evidence
mnist,mlp,4,128,input_noise,monomial_weight,injected_noise,0.15,mnist_mlp_N4_W128_input_noise_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.008300000000000014,0.006856409032984133,-0.01093333333333334,-0.0058495833333333394,30,3,1,26,False,False,negative_control_not_primary_evidence
mnist,mlp,4,128,input_noise,monomial_weight,injected_noise,0.15,mnist_mlp_N4_W128_input_noise_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.00046666666666665967,0.004063999502217375,-0.0018500000000000036,0.000983750000000015,30,11,10,9,False,False,negative_control_not_primary_evidence
mnist,mlp,4,128,input_noise,monomial_weight,observed,0.0,mnist_mlp_N4_W128_input_noise_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,-0.0014333333333333236,0.003927650287590431,-0.002767083333333321,-6.666666666667033e-05,30,9,3,18,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,128,input_noise,monomial_weight,observed,0.0,mnist_mlp_N4_W128_input_noise_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.007650000000000008,0.004666738505194203,-0.009250000000000006,-0.006050000000000003,30,2,0,28,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,128,input_noise,monomial_weight,observed,0.0,mnist_mlp_N4_W128_input_noise_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.00018333333333333534,0.003927101531254516,-0.0011999999999999973,0.0015666666666666643,30,7,16,7,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,128,none,monomial_activation,injected_noise,0.15,mnist_mlp_N4_W128_none_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0015666666666666717,0.003410767264609725,0.0003500000000000133,0.0027999999999999913,30,16,7,7,True,False,negative_control_not_primary_evidence
mnist,mlp,4,128,none,monomial_activation,injected_noise,0.15,mnist_mlp_N4_W128_none_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.005766666666666668,0.0035640284581600554,-0.00698375,-0.004433333333333341,30,3,0,27,False,False,negative_control_not_primary_evidence
mnist,mlp,4,128,none,monomial_activation,injected_noise,0.15,mnist_mlp_N4_W128_none_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.000766666666666671,0.003302907113786094,-0.0019499999999999925,0.0003004166666666572,30,7,13,10,False,False,negative_control_not_primary_evidence
mnist,mlp,4,128,none,monomial_activation,observed,0.0,mnist_mlp_N4_W128_none_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0009333333333333342,0.0022039671649931292,0.00018291666666666497,0.0017166666666666663,30,18,3,9,True,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,128,none,monomial_activation,observed,0.0,mnist_mlp_N4_W128_none_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.004450000000000002,0.0032439599045100648,-0.005616666666666659,-0.0032833333333333343,30,3,0,27,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,128,none,monomial_activation,observed,0.0,mnist_mlp_N4_W128_none_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.0010166666666666694,0.0018026959376661877,-0.0016666666666666644,-0.00035000000000001317,30,4,11,15,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,128,none,monomial_weight,injected_noise,0.15,mnist_mlp_N4_W128_none_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0025833333333333377,0.004177285319879202,0.0011499999999999991,0.00408333333333335,30,17,9,4,True,False,negative_control_not_primary_evidence
mnist,mlp,4,128,none,monomial_weight,injected_noise,0.15,mnist_mlp_N4_W128_none_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.01085000000000001,0.005919211853407301,-0.012867500000000023,-0.00876625,30,1,0,29,False,False,negative_control_not_primary_evidence
mnist,mlp,4,128,none,monomial_weight,injected_noise,0.15,mnist_mlp_N4_W128_none_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.0021833333333333336,0.005352220508145773,-0.004116666666666672,-0.0002658333333333309,30,7,10,13,False,False,negative_control_not_primary_evidence
mnist,mlp,4,128,none,monomial_weight,observed,0.0,mnist_mlp_N4_W128_none_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0007333333333333303,0.002979045592749165,-0.00035000000000000585,0.0017166666666666665,30,14,8,8,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,128,none,monomial_weight,observed,0.0,mnist_mlp_N4_W128_none_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.008783333333333346,0.0036570275600154648,-0.01003375000000003,-0.0075666666666666695,30,0,0,30,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,128,none,monomial_weight,observed,0.0,mnist_mlp_N4_W128_none_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.0032666666666666734,0.003039207398187143,-0.004300416666666678,-0.0022000000000000092,30,1,6,23,False,False,unsupported_ci_crosses_zero_or_negative
