dataset,architecture,n_models,width,domain_shift,matching,alignment_source,alignment_noise_fraction,fixed_setting_id,rank_method,baseline_method,comparison,branch_count,mean_delta,std_delta,bootstrap_ci_low,bootstrap_ci_high,n_paired_seeds,wins,ties,losses,baseline_ci_lower_positive,rank_lift_capacity_matched_claim_supported,claim_status
fashion_mnist,mlp,4,64,none,monomial_weight,observed,0.0,fashion_mnist_mlp_N4_W64_none_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.0022333333333333315,0.008824665015946946,-0.005233749999999997,0.0009179166666666551,30,7,10,13,False,False,unsupported_ci_crosses_zero_or_negative
fashion_mnist,mlp,4,128,input_noise,monomial_activation,injected_noise,0.15,fashion_mnist_mlp_N4_W128_input_noise_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,-0.0007833333333333395,0.008106705752703712,-0.0035504166666666683,0.0021179166666666525,30,11,4,15,False,False,negative_control_not_primary_evidence
fashion_mnist,mlp,4,128,input_noise,monomial_activation,injected_noise,0.15,fashion_mnist_mlp_N4_W128_input_noise_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.017666666666666633,0.008479522324434018,-0.020649999999999964,-0.01463208333333331,30,0,0,30,False,False,negative_control_not_primary_evidence
fashion_mnist,mlp,4,128,input_noise,monomial_activation,injected_noise,0.15,fashion_mnist_mlp_N4_W128_input_noise_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.0014833333333333365,0.0077085748641873755,-0.004283333333333339,0.0012670833333333212,30,9,5,16,False,False,negative_control_not_primary_evidence
fashion_mnist,mlp,4,128,input_noise,monomial_activation,observed,0.0,fashion_mnist_mlp_N4_W128_input_noise_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.002199999999999987,0.007080327286415403,-0.00023375000000001465,0.004717083333333308,30,19,5,6,False,False,unsupported_ci_crosses_zero_or_negative
fashion_mnist,mlp,4,128,input_noise,monomial_activation,observed,0.0,fashion_mnist_mlp_N4_W128_input_noise_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.020399999999999977,0.007933342992363486,-0.023066666666666635,-0.017482916666666643,30,1,0,29,False,False,unsupported_ci_crosses_zero_or_negative
fashion_mnist,mlp,4,128,input_noise,monomial_activation,observed,0.0,fashion_mnist_mlp_N4_W128_input_noise_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.0012833333333333214,0.005498719809212853,-0.0005175000000000059,0.003283749999999991,30,10,15,5,False,False,unsupported_ci_crosses_zero_or_negative
fashion_mnist,mlp,4,128,input_noise,monomial_weight,injected_noise,0.15,fashion_mnist_mlp_N4_W128_input_noise_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0006666666666666636,0.011728489726489402,-0.003533333333333314,0.004933750000000006,30,12,8,10,False,False,negative_control_not_primary_evidence
fashion_mnist,mlp,4,128,input_noise,monomial_weight,injected_noise,0.15,fashion_mnist_mlp_N4_W128_input_noise_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.013266666666666642,0.008720500354726294,-0.016400416666666646,-0.010299583333333319,30,0,2,28,False,False,negative_control_not_primary_evidence
fashion_mnist,mlp,4,128,input_noise,monomial_weight,injected_noise,0.15,fashion_mnist_mlp_N4_W128_input_noise_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.00030000000000000767,0.013459774041245239,-0.005183749999999996,0.004533749999999994,30,16,2,12,False,False,negative_control_not_primary_evidence
fashion_mnist,mlp,4,128,input_noise,monomial_weight,observed,0.0,fashion_mnist_mlp_N4_W128_input_noise_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0004999999999999931,0.005404340528845679,-0.0013666666666666716,0.0024166666666666486,30,11,9,10,False,False,unsupported_ci_crosses_zero_or_negative
fashion_mnist,mlp,4,128,input_noise,monomial_weight,observed,0.0,fashion_mnist_mlp_N4_W128_input_noise_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.012849999999999969,0.006167419960203532,-0.015016666666666616,-0.010833333333333328,30,1,0,29,False,False,unsupported_ci_crosses_zero_or_negative
fashion_mnist,mlp,4,128,input_noise,monomial_weight,observed,0.0,fashion_mnist_mlp_N4_W128_input_noise_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.001449999999999992,0.006602442076937148,-0.0007504166666666765,0.003967083333333323,30,10,11,9,False,False,unsupported_ci_crosses_zero_or_negative
fashion_mnist,mlp,4,128,none,monomial_activation,injected_noise,0.15,fashion_mnist_mlp_N4_W128_none_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0021999999999999984,0.011790264832801075,-0.00171750000000001,0.0064333333333333135,30,16,6,8,False,False,negative_control_not_primary_evidence
fashion_mnist,mlp,4,128,none,monomial_activation,injected_noise,0.15,fashion_mnist_mlp_N4_W128_none_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.019500000000000003,0.016746589977128735,-0.02585124999999999,-0.013915416666666685,30,1,0,29,False,False,negative_control_not_primary_evidence
fashion_mnist,mlp,4,128,none,monomial_activation,injected_noise,0.15,fashion_mnist_mlp_N4_W128_none_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.007199999999999999,0.014349456315544643,-0.012617083333333322,-0.0026666666666666653,30,6,12,12,False,False,negative_control_not_primary_evidence
fashion_mnist,mlp,4,128,none,monomial_activation,observed,0.0,fashion_mnist_mlp_N4_W128_none_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0021333333333333464,0.0045824502806591045,0.000583333333333343,0.003783333333333357,30,18,7,5,True,False,unsupported_ci_crosses_zero_or_negative
fashion_mnist,mlp,4,128,none,monomial_activation,observed,0.0,fashion_mnist_mlp_N4_W128_none_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.00848333333333334,0.00586115696083463,-0.010633750000000023,-0.00649958333333333,30,0,1,29,False,False,unsupported_ci_crosses_zero_or_negative
fashion_mnist,mlp,4,128,none,monomial_activation,observed,0.0,fashion_mnist_mlp_N4_W128_none_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.0021999999999999984,0.005462410734692405,-0.004083333333333328,-0.0003666666666666705,30,6,11,13,False,False,unsupported_ci_crosses_zero_or_negative
fashion_mnist,mlp,4,128,none,monomial_weight,injected_noise,0.15,fashion_mnist_mlp_N4_W128_none_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.009550000000000006,0.022223919235969527,0.0024662500000000097,0.01811791666666666,30,15,8,7,True,False,negative_control_not_primary_evidence
fashion_mnist,mlp,4,128,none,monomial_weight,injected_noise,0.15,fashion_mnist_mlp_N4_W128_none_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.021366666666666666,0.0201686566891223,-0.02876708333333334,-0.014599999999999998,30,2,0,28,False,False,negative_control_not_primary_evidence
fashion_mnist,mlp,4,128,none,monomial_weight,injected_noise,0.15,fashion_mnist_mlp_N4_W128_none_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.005733333333333331,0.02653583567013941,-0.0147175,0.0036012500000000038,30,6,5,19,False,False,negative_control_not_primary_evidence
fashion_mnist,mlp,4,128,none,monomial_weight,observed,0.0,fashion_mnist_mlp_N4_W128_none_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.003333333333333336,0.006641475393487403,0.0009166666666666804,0.005600416666666655,30,18,9,3,True,False,unsupported_ci_crosses_zero_or_negative
fashion_mnist,mlp,4,128,none,monomial_weight,observed,0.0,fashion_mnist_mlp_N4_W128_none_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.006700000000000013,0.007029003951608233,-0.009200000000000009,-0.0043000000000000226,30,5,0,25,False,False,unsupported_ci_crosses_zero_or_negative
fashion_mnist,mlp,4,128,none,monomial_weight,observed,0.0,fashion_mnist_mlp_N4_W128_none_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.0011333333333333343,0.004487402545927377,-0.0026837500000000043,0.000550000000000006,30,3,13,14,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,64,input_noise,monomial_activation,injected_noise,0.15,mnist_mlp_N3_W64_input_noise_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0012833333333333364,0.00649493613535183,-0.0009500000000000102,0.003683333333333335,30,10,12,8,False,False,negative_control_not_primary_evidence
mnist,mlp,3,64,input_noise,monomial_activation,injected_noise,0.15,mnist_mlp_N3_W64_input_noise_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.006450000000000008,0.007966903521703895,-0.009300416666666665,-0.003966666666666677,30,5,0,25,False,False,negative_control_not_primary_evidence
mnist,mlp,3,64,input_noise,monomial_activation,injected_noise,0.15,mnist_mlp_N3_W64_input_noise_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.0007166666666666728,0.0055455532563974405,-0.001250416666666666,0.002683750000000009,30,7,20,3,False,False,negative_control_not_primary_evidence
mnist,mlp,3,64,input_noise,monomial_activation,observed,0.0,mnist_mlp_N3_W64_input_noise_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0010666666666666713,0.004035902098307931,-0.0003166666666666615,0.002500416666666663,30,11,13,6,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,64,input_noise,monomial_activation,observed,0.0,mnist_mlp_N3_W64_input_noise_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.003150000000000005,0.004301463263460079,-0.0046837500000000126,-0.001650000000000003,30,5,1,24,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,64,input_noise,monomial_activation,observed,0.0,mnist_mlp_N3_W64_input_noise_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.000899999999999997,0.0027649281340040048,6.666666666666672e-05,0.0020166666666666553,30,5,23,2,True,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,64,input_noise,monomial_weight,injected_noise,0.15,mnist_mlp_N3_W64_input_noise_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.001049999999999999,0.007165951581539301,-0.0014333333333333273,0.003483333333333342,30,12,8,10,False,False,negative_control_not_primary_evidence
mnist,mlp,3,64,input_noise,monomial_weight,injected_noise,0.15,mnist_mlp_N3_W64_input_noise_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.006300000000000005,0.006783092571061246,-0.00870041666666667,-0.003982916666666667,30,6,1,23,False,False,negative_control_not_primary_evidence
mnist,mlp,3,64,input_noise,monomial_weight,injected_noise,0.15,mnist_mlp_N3_W64_input_noise_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.0012333333333333343,0.0032845860845967245,0.00021666666666666864,0.0024500000000000004,30,5,23,2,True,False,negative_control_not_primary_evidence
mnist,mlp,3,64,input_noise,monomial_weight,observed,0.0,mnist_mlp_N3_W64_input_noise_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,-3.333333333333336e-05,0.003973909161391151,-0.0014333333333333346,0.0013999999999999978,30,10,10,10,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,64,input_noise,monomial_weight,observed,0.0,mnist_mlp_N3_W64_input_noise_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.004016666666666683,0.0040863172301899295,-0.0054166666666666885,-0.002666666666666684,30,3,2,25,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,64,input_noise,monomial_weight,observed,0.0,mnist_mlp_N3_W64_input_noise_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.0002666666666666669,0.0012847469449832059,0.0,0.0007674999999999962,30,2,28,0,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,64,none,monomial_activation,injected_noise,0.15,mnist_mlp_N3_W64_none_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0005500000000000023,0.00252351014427837,-0.00044999999999999484,0.0013833333333333365,30,13,11,6,False,False,negative_control_not_primary_evidence
mnist,mlp,3,64,none,monomial_activation,injected_noise,0.15,mnist_mlp_N3_W64_none_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.0025166666666666744,0.00284205891046874,-0.0035004166666666955,-0.0015166666666666733,30,5,1,24,False,False,negative_control_not_primary_evidence
mnist,mlp,3,64,none,monomial_activation,injected_noise,0.15,mnist_mlp_N3_W64_none_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.0008499999999999952,0.002474525381172919,-1.7083333333346323e-05,0.0016833333333333366,30,11,14,5,False,False,negative_control_not_primary_evidence
mnist,mlp,3,64,none,monomial_activation,observed,0.0,mnist_mlp_N3_W64_none_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0005166666666666616,0.00231741284600965,-0.000299999999999993,0.0014166666666666587,30,9,13,8,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,64,none,monomial_activation,observed,0.0,mnist_mlp_N3_W64_none_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.002083333333333348,0.0027670578590630055,-0.003016666666666675,-0.0010829166666666615,30,6,2,22,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,64,none,monomial_activation,observed,0.0,mnist_mlp_N3_W64_none_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.00033333333333333365,0.0019178532059415383,-0.00023333333333333355,0.0010666666666666676,30,2,26,2,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,64,none,monomial_weight,injected_noise,0.15,mnist_mlp_N3_W64_none_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0003166666666666688,0.004005348435773588,-0.0011166666666666584,0.0016499999999999959,30,13,11,6,False,False,negative_control_not_primary_evidence
mnist,mlp,3,64,none,monomial_weight,injected_noise,0.15,mnist_mlp_N3_W64_none_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.003533333333333344,0.003441464537216607,-0.004767083333333341,-0.0023000000000000125,30,3,0,27,False,False,negative_control_not_primary_evidence
mnist,mlp,3,64,none,monomial_weight,injected_noise,0.15,mnist_mlp_N3_W64_none_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.00040000000000000403,0.002264417410040952,-0.0003670833333333299,0.0012000000000000086,30,6,20,4,False,False,negative_control_not_primary_evidence
mnist,mlp,3,64,none,monomial_weight,observed,0.0,mnist_mlp_N3_W64_none_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,-3.333333333332226e-05,0.002725781549844244,-0.000983333333333336,0.0009504166666666744,30,10,10,10,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,64,none,monomial_weight,observed,0.0,mnist_mlp_N3_W64_none_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.0027999999999999987,0.002631375672729862,-0.003733750000000003,-0.0018995833333333265,30,4,2,24,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,64,none,monomial_weight,observed,0.0,mnist_mlp_N3_W64_none_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.0001666666666666631,0.0015443631280448137,-0.0007333333333333266,0.00036708333333333493,30,2,25,3,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,128,input_noise,monomial_activation,injected_noise,0.15,mnist_mlp_N3_W128_input_noise_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.00029999999999998545,0.006513381451368764,-0.0020666666666666832,0.0027666666666666543,30,12,7,11,False,False,negative_control_not_primary_evidence
mnist,mlp,3,128,input_noise,monomial_activation,injected_noise,0.15,mnist_mlp_N3_W128_input_noise_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.004633333333333356,0.005189401223404423,-0.00648375000000003,-0.002816666666666682,30,7,0,23,False,False,negative_control_not_primary_evidence
mnist,mlp,3,128,input_noise,monomial_activation,injected_noise,0.15,mnist_mlp_N3_W128_input_noise_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-8.333333333333895e-05,0.003945934908085862,-0.0014175000000000066,0.001349999999999992,30,6,19,5,False,False,negative_control_not_primary_evidence
mnist,mlp,3,128,input_noise,monomial_activation,observed,0.0,mnist_mlp_N3_W128_input_noise_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0020000000000000057,0.0046995964610327704,0.0004833333333333466,0.003700000000000007,30,12,9,9,True,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,128,input_noise,monomial_activation,observed,0.0,mnist_mlp_N3_W128_input_noise_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.001983333333333337,0.00371502850347199,-0.0033166666666666752,-0.0006833333333333283,30,10,1,19,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,128,input_noise,monomial_activation,observed,0.0,mnist_mlp_N3_W128_input_noise_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.001316666666666666,0.003869605997348135,-0.00011666666666666501,0.0026333333333333356,30,8,21,1,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,128,input_noise,monomial_weight,injected_noise,0.15,mnist_mlp_N3_W128_input_noise_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,-3.333333333333336e-05,0.004548461910044591,-0.0017670833333333384,0.0014833333333333328,30,8,16,6,False,False,negative_control_not_primary_evidence
mnist,mlp,3,128,input_noise,monomial_weight,injected_noise,0.15,mnist_mlp_N3_W128_input_noise_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.005300000000000004,0.0058200011849744064,-0.007383333333333342,-0.003316666666666675,30,5,1,24,False,False,negative_control_not_primary_evidence
mnist,mlp,3,128,input_noise,monomial_weight,injected_noise,0.15,mnist_mlp_N3_W128_input_noise_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.0012499999999999992,0.005117161794157603,-0.000650416666666669,0.0030166666666666675,30,8,20,2,False,False,negative_control_not_primary_evidence
mnist,mlp,3,128,input_noise,monomial_weight,observed,0.0,mnist_mlp_N3_W128_input_noise_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0011499999999999954,0.004614725306578116,-0.0005166666666666763,0.0027166666666666598,30,13,9,8,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,128,input_noise,monomial_weight,observed,0.0,mnist_mlp_N3_W128_input_noise_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.004183333333333339,0.0037703089906607895,-0.005466666666666683,-0.0028662499999999977,30,4,0,26,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,128,input_noise,monomial_weight,observed,0.0,mnist_mlp_N3_W128_input_noise_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.0006166666666666653,0.0016383514282042374,0.00011666666666666492,0.001266666666666668,30,5,25,0,True,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,128,none,monomial_activation,injected_noise,0.15,mnist_mlp_N3_W128_none_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.00013333333333332976,0.002322800529285831,-0.0006500000000000063,0.0009166666666666583,30,10,12,8,False,False,negative_control_not_primary_evidence
mnist,mlp,3,128,none,monomial_activation,injected_noise,0.15,mnist_mlp_N3_W128_none_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.0016833333333333442,0.002444146185217372,-0.0025333333333333393,-0.0008333333333333489,30,5,1,24,False,False,negative_control_not_primary_evidence
mnist,mlp,3,128,none,monomial_activation,injected_noise,0.15,mnist_mlp_N3_W128_none_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.00018333333333332794,0.0010625549343472693,-0.00016666666666666682,0.0005666666666666525,30,5,23,2,False,False,negative_control_not_primary_evidence
mnist,mlp,3,128,none,monomial_activation,observed,0.0,mnist_mlp_N3_W128_none_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,-0.000666666666666671,0.0019754237141876097,-0.0013666666666666827,1.666666666666483e-05,30,7,9,14,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,128,none,monomial_activation,observed,0.0,mnist_mlp_N3_W128_none_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.001133333333333338,0.002289154840778021,-0.0019166666666666666,-0.0003166666666666835,30,6,5,19,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,128,none,monomial_activation,observed,0.0,mnist_mlp_N3_W128_none_monomial_activation,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.0002499999999999984,0.0017357796618473246,-0.0003337500000000113,0.0009004166666666724,30,3,24,3,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,128,none,monomial_weight,injected_noise,0.15,mnist_mlp_N3_W128_none_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,-0.00014999999999998348,0.0029070366473378886,-0.001150416666666658,0.0008833333333333434,30,8,13,9,False,False,negative_control_not_primary_evidence
mnist,mlp,3,128,none,monomial_weight,injected_noise,0.15,mnist_mlp_N3_W128_none_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.002933333333333332,0.0021080033588492014,-0.0036999999999999997,-0.002216249999999999,30,1,2,27,False,False,negative_control_not_primary_evidence
mnist,mlp,3,128,none,monomial_weight,injected_noise,0.15,mnist_mlp_N3_W128_none_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,0.00033333333333333733,0.0018538558760581734,-0.0003333333333333299,0.000983333333333336,30,9,17,4,False,False,negative_control_not_primary_evidence
mnist,mlp,3,128,none,monomial_weight,observed,0.0,mnist_mlp_N3_W128_none_monomial_weight,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,-0.0005000000000000115,0.0025120399733256932,-0.001400416666666679,0.0003166666666666542,30,8,10,12,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,128,none,monomial_weight,observed,0.0,mnist_mlp_N3_W128_none_monomial_weight,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.0017500000000000072,0.002622022120425373,-0.002699999999999992,-0.0007833333333333468,30,8,5,17,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,3,128,none,monomial_weight,observed,0.0,mnist_mlp_N3_W128_none_monomial_weight,twisted_rank_lift_2,c2m3_cluster_branch_ensemble_2,twisted_rank_lift_2 - c2m3_cluster_branch_ensemble_2,2,-0.00029999999999999656,0.001256706148957493,-0.0007833333333333249,0.00010000000000000009,30,1,24,5,False,False,unsupported_ci_crosses_zero_or_negative
mnist,mlp,4,64,input_noise,monomial_activation,injected_noise,0.15,mnist_mlp_N4_W64_input_noise_monomial_activation,twisted_rank_lift_2,random_branch_ensemble_2,twisted_rank_lift_2 - random_branch_ensemble_2,2,0.0028999999999999916,0.006262091751439637,0.0007833333333333284,0.005333333333333334,30,13,11,6,True,False,negative_control_not_primary_evidence
mnist,mlp,4,64,input_noise,monomial_activation,injected_noise,0.15,mnist_mlp_N4_W64_input_noise_monomial_activation,twisted_rank_lift_2,validation_branch_ensemble_2,twisted_rank_lift_2 - validation_branch_ensemble_2,2,-0.010650000000000003,0.007147642485704516,-0.013283750000000016,-0.008350000000000005,30,3,1,26,False,False,negative_control_not_primary_evidence
