regime,setting_id,run_id,dataset,architecture,width,n_models,seed,domain_shift,task_preset,matching,max_eval_batches,feature_batches,input_artifact,status,mean_cycle_score,max_cycle_score,triangle_cycle_score,sync_disagreement,pairwise_permutation_nonidentity_mean,analysis_unit,pair_id,model_i,model_j,path_method,capacity_matched,single_model_path,aligned_path,uses_validation_data,common_base_required,path_family,val_loss_t0,val_loss_t05,val_loss_t1,val_accuracy_t0,val_accuracy_t05,val_accuracy_t1,val_midpoint_loss_barrier,val_max_loss_barrier,val_accuracy_drop_barrier_t05,val_logit_interpolation_disagreement_t05,val_n_examples,val_t_grid_json,test_loss_t0,test_loss_t05,test_loss_t1,test_accuracy_t0,test_accuracy_t05,test_accuracy_t1,test_midpoint_loss_barrier,test_max_loss_barrier,test_accuracy_drop_barrier_t05,test_logit_interpolation_disagreement_t05,test_n_examples,test_t_grid_json,alignment_reference,sync_disagreement_for_alignment,monomial_mean_abs_log_scale,monomial_low_similarity_fraction,greedy_soup_indices,greedy_soup_size,greedy_final_val_accuracy,greedy_final_val_loss,greedy_final_test_accuracy,greedy_final_test_loss,greedy_internal_test_accuracy_full_loader,greedy_trajectory_json,linear_val_midpoint_loss_barrier,linear_val_max_loss_barrier,linear_test_midpoint_loss_barrier,linear_test_max_loss_barrier,linear_val_accuracy_drop_barrier_t05,linear_test_accuracy_drop_barrier_t05,delta_val_midpoint_loss_barrier_vs_linear,help_val_midpoint_loss_barrier_vs_linear,delta_val_max_loss_barrier_vs_linear,help_val_max_loss_barrier_vs_linear,delta_test_midpoint_loss_barrier_vs_linear,help_test_midpoint_loss_barrier_vs_linear,delta_test_max_loss_barrier_vs_linear,help_test_max_loss_barrier_vs_linear,delta_val_accuracy_drop_barrier_t05_vs_linear,help_val_accuracy_drop_barrier_t05_vs_linear,delta_test_accuracy_drop_barrier_t05_vs_linear,help_test_accuracy_drop_barrier_t05_vs_linear
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,0-1,0,1,linear_interpolation,True,True,False,False,False,linear,0.14134296961128712,0.3517787232995033,2.28236848115921,0.95703125,0.9140625,0.234375,-0.8600770020857453,0.0,-0.318359375,0.01171875,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.1707606129348278,0.38299427181482315,2.270298957824707,0.95703125,0.908203125,0.2265625,-0.8375355135649443,0.0,-0.31640625,0.017578125,512.0,"[0.0,0.25,0.5,0.75,1.0]",,,,,,,,,,,,,-0.8600770020857453,0.0,-0.8375355135649443,0.0,-0.318359375,-0.31640625,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,0-1,0,1,slerp_interpolation,True,True,False,False,True,slerp,0.14134296961128712,0.3500371724367142,2.28236848115921,0.95703125,0.9140625,0.234375,-0.8618185529485345,0.0,-0.318359375,0.01171875,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.1707606129348278,0.3813212811946869,2.270298957824707,0.95703125,0.908203125,0.2265625,-0.8392085041850805,0.0,-0.31640625,0.017578125,512.0,"[0.0,0.25,0.5,0.75,1.0]",,,,,,,,,,,,,-0.8600770020857453,0.0,-0.8375355135649443,0.0,-0.318359375,-0.31640625,-0.001741550862789154,0.001741550862789154,0.0,-0.0,-0.001672990620136261,0.001672990620136261,0.0,-0.0,0.0,-0.0,0.0,-0.0
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,0-1,0,1,git_rebasin_aligned_linear,True,True,True,False,False,linear,0.14134296961128712,0.3493717908859253,2.282368540763855,0.95703125,0.919921875,0.234375,-0.8624839643016458,0.0,-0.32421875,0.013671875,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.1707606129348278,0.37976735085248947,2.2702988982200623,0.95703125,0.91015625,0.2265625,-0.8407624047249556,0.0,-0.318359375,0.01953125,512.0,"[0.0,0.25,0.5,0.75,1.0]",pairwise_ref_0,,,,,,,,,,,,-0.8600770020857453,0.0,-0.8375355135649443,0.0,-0.318359375,-0.31640625,-0.002406962215900421,0.002406962215900421,0.0,-0.0,-0.0032268911600112915,0.0032268911600112915,0.0,-0.0,-0.005859375,0.005859375,-0.001953125,0.001953125
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,0-1,0,1,c2m3_aligned_linear,True,True,True,False,False,linear,0.14134296961128712,0.3493717908859253,2.282368540763855,0.95703125,0.919921875,0.234375,-0.8624839643016458,0.0,-0.32421875,0.013671875,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.1707606129348278,0.37976735085248947,2.2702988982200623,0.95703125,0.91015625,0.2265625,-0.8407624047249556,0.0,-0.318359375,0.01953125,512.0,"[0.0,0.25,0.5,0.75,1.0]","hidden1:0,hidden2:0",0.010416666666666666,,,,,,,,,,,-0.8600770020857453,0.0,-0.8375355135649443,0.0,-0.318359375,-0.31640625,-0.002406962215900421,0.002406962215900421,0.0,-0.0,-0.0032268911600112915,0.0032268911600112915,0.0,-0.0,-0.005859375,0.005859375,-0.001953125,0.001953125
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,0-1,0,1,monomial_shrinkage_aligned_linear,True,True,True,False,False,linear,0.14134296961128712,0.3416282758116722,2.28236848115921,0.95703125,0.921875,0.234375,-0.8702274495735765,0.0,-0.326171875,0.01953125,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.1707606129348278,0.37345293909311295,2.2702988386154175,0.95703125,0.9140625,0.2265625,-0.8470767866820097,0.0,-0.322265625,0.0234375,512.0,"[0.0,0.25,0.5,0.75,1.0]",monomial_pairwise_ref_0,,0.1459607370663229,0.0625,,,,,,,,,-0.8600770020857453,0.0,-0.8375355135649443,0.0,-0.318359375,-0.31640625,-0.010150447487831116,0.010150447487831116,0.0,-0.0,-0.00954127311706543,0.00954127311706543,0.0,-0.0,-0.0078125,0.0078125,-0.005859375,0.005859375
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,0-2,0,2,linear_interpolation,True,True,False,False,False,linear,0.14134296961128712,0.34462663531303406,1.237285852432251,0.95703125,0.904296875,0.669921875,-0.344687775708735,0.0,-0.0908203125,0.001953125,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.1707606129348278,0.351946659386158,1.224223017692566,0.95703125,0.8984375,0.681640625,-0.34554515592753887,0.0,-0.0791015625,0.00390625,512.0,"[0.0,0.25,0.5,0.75,1.0]",,,,,,,,,,,,,-0.344687775708735,0.0,-0.34554515592753887,0.0,-0.0908203125,-0.0791015625,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,0-2,0,2,slerp_interpolation,True,True,False,False,True,slerp,0.14134296961128712,0.34434308111667633,1.237285852432251,0.95703125,0.904296875,0.669921875,-0.3449713299050927,0.0,-0.0908203125,0.001953125,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.1707606129348278,0.3516284301877022,1.224223017692566,0.95703125,0.8984375,0.681640625,-0.3458633851259947,0.0,-0.0791015625,0.00390625,512.0,"[0.0,0.25,0.5,0.75,1.0]",,,,,,,,,,,,,-0.344687775708735,0.0,-0.34554515592753887,0.0,-0.0908203125,-0.0791015625,-0.00028355419635772705,0.00028355419635772705,0.0,-0.0,-0.00031822919845581055,0.00031822919845581055,0.0,-0.0,0.0,-0.0,0.0,-0.0
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,0-2,0,2,git_rebasin_aligned_linear,True,True,True,False,False,linear,0.14134296961128712,0.34462663531303406,1.237285852432251,0.95703125,0.904296875,0.669921875,-0.344687775708735,0.0,-0.0908203125,0.001953125,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.1707606129348278,0.351946659386158,1.224223017692566,0.95703125,0.8984375,0.681640625,-0.34554515592753887,0.0,-0.0791015625,0.00390625,512.0,"[0.0,0.25,0.5,0.75,1.0]",pairwise_ref_0,,,,,,,,,,,,-0.344687775708735,0.0,-0.34554515592753887,0.0,-0.0908203125,-0.0791015625,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,0-2,0,2,c2m3_aligned_linear,True,True,True,False,False,linear,0.14134296961128712,0.34462663531303406,1.237285852432251,0.95703125,0.904296875,0.669921875,-0.344687775708735,0.0,-0.0908203125,0.001953125,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.1707606129348278,0.351946659386158,1.224223017692566,0.95703125,0.8984375,0.681640625,-0.34554515592753887,0.0,-0.0791015625,0.00390625,512.0,"[0.0,0.25,0.5,0.75,1.0]","hidden1:0,hidden2:0",0.010416666666666666,,,,,,,,,,,-0.344687775708735,0.0,-0.34554515592753887,0.0,-0.0908203125,-0.0791015625,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,0-2,0,2,monomial_shrinkage_aligned_linear,True,True,True,False,False,linear,0.14134296961128712,0.3377489671111107,1.2372859120368958,0.95703125,0.904296875,0.669921875,-0.35156547371298075,0.0,-0.0908203125,0.001953125,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.1707606129348278,0.34473589807748795,1.2242230772972107,0.95703125,0.8984375,0.681640625,-0.3527559470385313,0.0,-0.0791015625,0.0078125,512.0,"[0.0,0.25,0.5,0.75,1.0]",monomial_pairwise_ref_0,,0.12391506296145027,0.0546875,,,,,,,,,-0.344687775708735,0.0,-0.34554515592753887,0.0,-0.0908203125,-0.0791015625,-0.006877698004245758,0.006877698004245758,0.0,-0.0,-0.007210791110992432,0.007210791110992432,0.0,-0.0,0.0,-0.0,0.0,-0.0
