regime,setting_id,run_id,dataset,architecture,width,n_models,seed,domain_shift,task_preset,matching,max_eval_batches,feature_batches,input_artifact,status,mean_cycle_score,max_cycle_score,triangle_cycle_score,sync_disagreement,pairwise_permutation_nonidentity_mean,analysis_unit,pair_id,model_i,model_j,path_method,capacity_matched,single_model_path,aligned_path,uses_validation_data,common_base_required,path_family,val_loss_t0,val_loss_t05,val_loss_t1,val_accuracy_t0,val_accuracy_t05,val_accuracy_t1,val_midpoint_loss_barrier,val_max_loss_barrier,val_accuracy_drop_barrier_t05,val_logit_interpolation_disagreement_t05,val_n_examples,val_t_grid_json,test_loss_t0,test_loss_t05,test_loss_t1,test_accuracy_t0,test_accuracy_t05,test_accuracy_t1,test_midpoint_loss_barrier,test_max_loss_barrier,test_accuracy_drop_barrier_t05,test_logit_interpolation_disagreement_t05,test_n_examples,test_t_grid_json,alignment_reference,sync_disagreement_for_alignment,monomial_mean_abs_log_scale,monomial_low_similarity_fraction,greedy_soup_indices,greedy_soup_size,greedy_final_val_accuracy,greedy_final_val_loss,greedy_final_test_accuracy,greedy_final_test_loss,greedy_internal_test_accuracy_full_loader,greedy_trajectory_json,linear_val_midpoint_loss_barrier,linear_val_max_loss_barrier,linear_test_midpoint_loss_barrier,linear_test_max_loss_barrier,linear_val_accuracy_drop_barrier_t05,linear_test_accuracy_drop_barrier_t05,delta_val_midpoint_loss_barrier_vs_linear,help_val_midpoint_loss_barrier_vs_linear,delta_val_max_loss_barrier_vs_linear,help_val_max_loss_barrier_vs_linear,delta_test_midpoint_loss_barrier_vs_linear,help_test_midpoint_loss_barrier_vs_linear,delta_test_max_loss_barrier_vs_linear,help_test_max_loss_barrier_vs_linear,delta_val_accuracy_drop_barrier_t05_vs_linear,help_val_accuracy_drop_barrier_t05_vs_linear,delta_test_accuracy_drop_barrier_t05_vs_linear,help_test_accuracy_drop_barrier_t05_vs_linear
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,1-2,1,2,linear_interpolation,True,True,False,False,False,linear,2.28236848115921,1.2093195021152496,1.237285852432251,0.234375,0.6171875,0.669921875,-0.550507664680481,0.0,-0.1650390625,0.0078125,512.0,"[0.0,0.25,0.5,0.75,1.0]",2.270298957824707,1.2168317139148712,1.224223017692566,0.2265625,0.6328125,0.681640625,-0.5304292738437653,0.0,-0.1787109375,0.01171875,512.0,"[0.0,0.25,0.5,0.75,1.0]",,,,,,,,,,,,,-0.550507664680481,0.0,-0.5304292738437653,0.0,-0.1650390625,-0.1787109375,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,1-2,1,2,slerp_interpolation,True,True,False,False,True,slerp,2.28236848115921,1.2113560736179352,1.237285852432251,0.234375,0.6171875,0.669921875,-0.5484710931777954,0.0,-0.1650390625,0.0078125,512.0,"[0.0,0.25,0.5,0.75,1.0]",2.270298957824707,1.2189069390296936,1.224223017692566,0.2265625,0.6328125,0.681640625,-0.5283540487289429,0.0,-0.1787109375,0.01171875,512.0,"[0.0,0.25,0.5,0.75,1.0]",,,,,,,,,,,,,-0.550507664680481,0.0,-0.5304292738437653,0.0,-0.1650390625,-0.1787109375,0.002036571502685547,-0.002036571502685547,0.0,-0.0,0.0020752251148223877,-0.0020752251148223877,0.0,-0.0,0.0,-0.0,0.0,-0.0
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,1-2,1,2,git_rebasin_aligned_linear,True,True,True,False,False,linear,2.28236848115921,1.2093195021152496,1.237285852432251,0.234375,0.6171875,0.669921875,-0.550507664680481,0.0,-0.1650390625,0.0078125,512.0,"[0.0,0.25,0.5,0.75,1.0]",2.270298957824707,1.2168317139148712,1.224223017692566,0.2265625,0.6328125,0.681640625,-0.5304292738437653,0.0,-0.1787109375,0.01171875,512.0,"[0.0,0.25,0.5,0.75,1.0]",pairwise_ref_1,,,,,,,,,,,,-0.550507664680481,0.0,-0.5304292738437653,0.0,-0.1650390625,-0.1787109375,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,1-2,1,2,c2m3_aligned_linear,True,True,True,False,False,linear,2.282368540763855,1.1931619346141815,1.237285852432251,0.234375,0.623046875,0.669921875,-0.5666652619838715,0.0,-0.1708984375,0.015625,512.0,"[0.0,0.25,0.5,0.75,1.0]",2.2702988982200623,1.1996627449989319,1.224223017692566,0.2265625,0.63671875,0.681640625,-0.5475982129573822,0.0,-0.1826171875,0.017578125,512.0,"[0.0,0.25,0.5,0.75,1.0]","hidden1:0,hidden2:0",0.010416666666666666,,,,,,,,,,,-0.550507664680481,0.0,-0.5304292738437653,0.0,-0.1650390625,-0.1787109375,-0.016157597303390503,0.016157597303390503,0.0,-0.0,-0.017168939113616943,0.017168939113616943,0.0,-0.0,-0.005859375,0.005859375,-0.00390625,0.00390625
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,pair,1-2,1,2,monomial_shrinkage_aligned_linear,True,True,True,False,False,linear,2.28236848115921,1.1884190738201141,1.237285852432251,0.234375,0.625,0.669921875,-0.5714080929756165,0.0,-0.1728515625,0.015625,512.0,"[0.0,0.25,0.5,0.75,1.0]",2.270298957824707,1.195264220237732,1.2242228984832764,0.2265625,0.634765625,0.681640625,-0.5519967079162598,0.0,-0.1806640625,0.017578125,512.0,"[0.0,0.25,0.5,0.75,1.0]",monomial_pairwise_ref_1,,0.1387505086545536,0.0546875,,,,,,,,,-0.550507664680481,0.0,-0.5304292738437653,0.0,-0.1650390625,-0.1787109375,-0.020900428295135498,0.020900428295135498,0.0,-0.0,-0.021567434072494507,0.021567434072494507,0.0,-0.0,-0.0078125,0.0078125,-0.001953125,0.001953125
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7200,mnist,mlp2,64,3,7200,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.08838834764831843,0.17677669529663687,0.17677669529663687,0.010416666666666666,0.010416666666666666,set,set,,,greedy_soup_endpoint,True,True,False,True,False,linear,1.237285852432251,0.74587781727314,0.44648295640945435,0.669921875,0.77734375,0.88671875,-0.09600658714771271,0.0,0.0009765625,0.001953125,512.0,"[0.0,0.25,0.5,0.75,1.0]",1.224223017692566,0.7545748651027679,0.4677526578307152,0.681640625,0.78515625,0.869140625,-0.0914129726588726,0.0,-0.009765625,0.00390625,512.0,"[0.0,0.25,0.5,0.75,1.0]",,,,,"2,0,1",3.0,0.88671875,0.44648295640945435,0.869140625,0.4677526578307152,0.8188888888888889,"[{""accepted"":true,""candidate_method"":""local_model"",""candidate_model_index"":2,""candidate_order"":[2,0,1],""candidate_rank"":1,""candidate_soup_validation_accuracy"":0.705749718151071,""candidate_soup_validation_loss"":1.0596827880102457,""candidate_source"":""validation_ranked_local_model"",""decision_metric"":""validation_accuracy"",""decision_metric_source"":""direct_local_validation_metric"",""decision_reason"":""accepted_initial_best_validation_model"",""is_final_selection"":false,""soup_indices_after"":[2],""soup_indices_before"":[],""validation_accuracy_before"":NaN,""validation_accuracy_margin_after_minus_before"":NaN,""validation_loss_before"":NaN,""validation_loss_margin_before_minus_after"":NaN},{""accepted"":true,""candidate_method"":""local_model"",""candidate_model_index"":0,""candidate_order"":[2,0,1],""candidate_rank"":2,""candidate_soup_validation_accuracy"":0.7452085682074409,""candidate_soup_validation_loss"":0.8028876316453316,""candidate_source"":""validation_ranked_local_model"",""decision_metric"":""validation_accuracy"",""decision_metric_source"":""direct_candidate_soup_validation_metric"",""decision_reason"":""accepted_validation_accuracy_non_decrease"",""is_final_selection"":false,""soup_indices_after"":[2,0],""soup_indices_before"":[2],""validation_accuracy_before"":0.705749718151071,""validation_accuracy_margin_after_minus_before"":0.03945885005636984,""validation_loss_before"":1.0596827880102457,""validation_loss_margin_before_minus_after"":0.2567951563649141},{""accepted"":true,""candidate_method"":""local_model"",""candidate_model_index"":1,""candidate_order"":[2,0,1],""candidate_rank"":3,""candidate_soup_validation_accuracy"":0.842728297632469,""candidate_soup_validation_loss"":0.4880191820181209,""candidate_source"":""validation_ranked_local_model"",""decision_metric"":""validation_accuracy"",""decision_metric_source"":""direct_candidate_soup_validation_metric"",""decision_reason"":""accepted_validation_accuracy_non_decrease"",""is_final_selection"":true,""soup_indices_after"":[2,0,1],""soup_indices_before"":[2,0],""validation_accuracy_before"":0.7452085682074409,""validation_accuracy_margin_after_minus_before"":0.09751972942502818,""validation_loss_before"":0.8028876316453316,""validation_loss_margin_before_minus_after"":0.3148684496272107}]",,,,,,,,,,,,,,,,,,
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7201,mnist,mlp2,64,3,7201,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.1653594569415369,0.3307189138830738,0.3307189138830738,0.011284722222222222,0.057291666666666664,pair,0-1,0,1,linear_interpolation,True,True,False,False,False,linear,0.17658206447958946,0.3773183971643448,2.439497947692871,0.953125,0.912109375,0.181640625,-0.9307216089218855,0.0,-0.3447265625,0.00390625,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.16797058284282684,0.40420448035001755,2.5709134936332703,0.955078125,0.890625,0.138671875,-0.965237557888031,0.0,-0.34375,0.013671875,512.0,"[0.0,0.25,0.5,0.75,1.0]",,,,,,,,,,,,,-0.9307216089218855,0.0,-0.965237557888031,0.0,-0.3447265625,-0.34375,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7201,mnist,mlp2,64,3,7201,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.1653594569415369,0.3307189138830738,0.3307189138830738,0.011284722222222222,0.057291666666666664,pair,0-1,0,1,slerp_interpolation,True,True,False,False,True,slerp,0.17658206447958946,0.3752356395125389,2.439497947692871,0.953125,0.912109375,0.181640625,-0.9328043665736914,0.0,-0.3447265625,0.00390625,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.16797058284282684,0.40198516845703125,2.5709134936332703,0.955078125,0.890625,0.138671875,-0.9674568697810173,0.0,-0.34375,0.013671875,512.0,"[0.0,0.25,0.5,0.75,1.0]",,,,,,,,,,,,,-0.9307216089218855,0.0,-0.965237557888031,0.0,-0.3447265625,-0.34375,-0.0020827576518058777,0.0020827576518058777,0.0,-0.0,-0.0022193118929862976,0.0022193118929862976,0.0,-0.0,0.0,-0.0,0.0,-0.0
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7201,mnist,mlp2,64,3,7201,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.1653594569415369,0.3307189138830738,0.3307189138830738,0.011284722222222222,0.057291666666666664,pair,0-1,0,1,git_rebasin_aligned_linear,True,True,True,False,False,linear,0.17658206447958946,0.3764062449336052,2.439498007297516,0.953125,0.9140625,0.181640625,-0.9316337909549475,0.0,-0.3466796875,0.0078125,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.16797058284282684,0.4034848138689995,2.5709134936332703,0.955078125,0.890625,0.138671875,-0.9659572243690491,0.0,-0.34375,0.013671875,512.0,"[0.0,0.25,0.5,0.75,1.0]",pairwise_ref_0,,,,,,,,,,,,-0.9307216089218855,0.0,-0.965237557888031,0.0,-0.3447265625,-0.34375,-0.0009121820330619812,0.0009121820330619812,0.0,-0.0,-0.0007196664810180664,0.0007196664810180664,0.0,-0.0,-0.001953125,0.001953125,0.0,-0.0
same_base_task_vector,mnist_mnist_digit_subsets_mlp2_W64_N3,mnist_mnist_digit_subsets_mlp2_W64_N3_seed7201,mnist,mlp2,64,3,7201,same_base_tasks,mnist_digit_subsets,activation,4,2,<repository-root>/reports/csv/same_base_task_vector_benchmark.csv,ok,0.1653594569415369,0.3307189138830738,0.3307189138830738,0.011284722222222222,0.057291666666666664,pair,0-1,0,1,c2m3_aligned_linear,True,True,True,False,False,linear,0.17658205702900887,0.3764062449336052,2.439497947692871,0.953125,0.9140625,0.181640625,-0.9316337574273348,0.0,-0.3466796875,0.0078125,512.0,"[0.0,0.25,0.5,0.75,1.0]",0.16797058284282684,0.4034848064184189,2.5709134936332703,0.955078125,0.890625,0.138671875,-0.9659572318196297,0.0,-0.34375,0.013671875,512.0,"[0.0,0.25,0.5,0.75,1.0]","hidden1:0,hidden2:1",0.011284722222222222,,,,,,,,,,,-0.9307216089218855,0.0,-0.965237557888031,0.0,-0.3447265625,-0.34375,-0.000912148505449295,0.000912148505449295,0.0,-0.0,-0.0007196739315986633,0.0007196739315986633,0.0,-0.0,-0.001953125,0.001953125,0.0,-0.0
