residual_id,policy,candidate_label,bootstrap_mode,bootstrap_samples,bootstrap_detection_rate,bootstrap_order_agreement_rate,bootstrap_phase_std,bootstrap_residual_mean,bootstrap_residual_std
fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200:0-2-3:1802,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2857633421138193,0.12225985993394829
fashion_mnist_mlp_N4_W64_input_noise_monomial_activation_seed4200:0-2-3:1802,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2879009499809042,0.10585864152961261
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4224:0-2-3:698,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1895133355964713,0.09937123793797815
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4224:0-2-3:698,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1863258047954401,0.10816791487588712
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4224:0-2-3:698,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.175475430546308,0.09733617133571976
mnist_mlp_N4_W64_input_noise_monomial_activation_seed4224:0-2-3:698,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1815337524107938,0.110161454251153
mnist_mlp_N4_W64_none_monomial_activation_seed4207:0-2-3:390,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1764126255664975,0.10336111186123476
mnist_mlp_N4_W64_none_monomial_activation_seed4207:0-2-3:390,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1647112172448277,0.08942419042507647
mnist_mlp_N4_W64_none_monomial_activation_seed4207:0-2-3:390,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1819685794551327,0.10932857452460179
mnist_mlp_N4_W64_none_monomial_activation_seed4207:0-2-3:390,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.1717906097365758,0.11467571227699032
mnist_mlp_N4_W64_none_monomial_weight_seed4224:0-1-2:336,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.4049248993018895,0.13024784822917576
mnist_mlp_N4_W64_none_monomial_weight_seed4224:0-1-2:336,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.357694769928365,0.10545667302515901
mnist_mlp_N4_W64_none_monomial_weight_seed4224:0-1-2:336,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.3581899561724122,0.1233182963485525
mnist_mlp_N4_W64_none_monomial_weight_seed4224:0-1-2:336,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.3777280516495336,0.10686565551408439
mnist_mlp_N4_W64_none_monomial_weight_seed4214:0-1-2:296,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2722987413526718,0.1201457003943734
mnist_mlp_N4_W64_none_monomial_weight_seed4214:0-1-2:296,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2856844141901456,0.12989282702082977
mnist_mlp_N4_W64_none_monomial_weight_seed4214:0-1-2:296,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2877445681354447,0.11729002752610154
mnist_mlp_N4_W64_none_monomial_weight_seed4214:0-1-2:296,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.282089545792503,0.11610874133988422
fashion_mnist_mlp_N4_W64_input_noise_monomial_weight_seed4205:0-2-3:1702,strict_fpr_0,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.3126316369575723,0.12054123350696123
fashion_mnist_mlp_N4_W64_input_noise_monomial_weight_seed4205:0-2-3:1702,strict_fpr_001,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2875708031326436,0.12562658856748785
fashion_mnist_mlp_N4_W64_input_noise_monomial_weight_seed4205:0-2-3:1702,loose_1e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2987583046111413,0.11677820118342419
fashion_mnist_mlp_N4_W64_input_noise_monomial_weight_seed4205:0-2-3:1702,diagnostic_5e-2,rejected,coordinate_resample_residual_submatrix,100,0.0,1.0,0.0,1.2947936278598948,0.1264287772872889
