setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,epochs,max_train_samples,max_test_samples,batch_size,lr,optimizer,weight_decay,scheduler,step_size,gamma,augmentation,dataset_seed,val_fraction,mean_individual_accuracy,single_best_accuracy,single_worst_accuracy,individual_accuracy_spread,primary_alignment_layer,monomial_scale_methods,monomial_scale_method,pairwise_alignment_residual_mean,pairwise_alignment_residual_max,activation_assignment_similarity_mean,activation_assignment_similarity_min,pairwise_alignment_residual_json,alignment_source,alignment_noise_fraction,is_injected_alignment_control,cycle_score,monomial_defect_score,mean_cycle_score,max_cycle_score,median_cycle_score,nonidentity_triangle_fraction,mean_triangle_defect_rate,max_triangle_defect_rate,alignment_confidence_score,combined_obstruction_score,sync_reference_model,sync_disagreement,evidence_role,method,test_accuracy,test_loss,val_accuracy,val_loss,validation_accuracy_used_for_selection,selection_indices,uses_validation_data,is_single_model,exact_relu_symmetry,is_soup,is_ensemble_or_extra_capacity,capacity_matched_to_weight_average,capacity_matched_to_rank_lift,branch_count,parameter_count,parameter_multiplier,inference_multiplier,parameter_count_multiplier,inference_time_multiplier,uses_obstruction_residual,uses_distillation,method_note,single_best_merge_degradation,mean_individual_merge_degradation,weight_merge_degradation,delta_vs_weight_average,delta_vs_greedy_soup,delta_vs_c2m3_synchronized,weight_average_degradation_vs_best_single,git_rebasin_degradation_vs_best_single,c2m3_degradation_vs_best_single,c2m3_delta_vs_git_rebasin,c2m3_delta_vs_weight_average,rank_lift_delta_vs_weight_average,rank_lift_delta_vs_c2m3,greedy_soup_delta_vs_weight_average,preregistration_role,setting_description,large_field_shard,large_field_row
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4000,fashion_mnist,mlp2,3,128,none,activation,4000,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8320666666666666,0.834,0.8306,0.0033999999999999586,hidden2,,none,0.2828731934229533,0.29117316007614136,0.7103630997783815,0.0,"[{""assigned_similarity_mean"":0.7070177699206397,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2731287479400635},{""assigned_similarity_mean"":0.7135594529099762,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28431767225265503},{""assigned_similarity_mean"":0.7105120765045285,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29117316007614136}]",observed,0.0,False,0.9142961773954871,,0.9142961773954871,0.9142961773954871,0.9142961773954871,1.0,0.8359375,0.8359375,0.6132736139156447,0.6614814365911734,"hidden1:0,hidden2:1",0.21788194444444445,primary_observed_alignment,weight_average,0.3166,1.9127412399291992,0.3295,1.8853891983032227,,[],False,True,False,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.5174,0.5154666666666666,0.5174,0.0,-0.5174,-0.48219999999999996,0.5174,0.03639999999999999,0.03520000000000001,0.0011999999999999789,0.48219999999999996,0.5124,0.030200000000000005,0.5174,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_runs_maps_part_000.csv.gz,1
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4000,fashion_mnist,mlp2,3,128,none,activation,4000,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8320666666666666,0.834,0.8306,0.0033999999999999586,hidden2,,none,0.2828731934229533,0.29117316007614136,0.7103630997783815,0.0,"[{""assigned_similarity_mean"":0.7070177699206397,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2731287479400635},{""assigned_similarity_mean"":0.7135594529099762,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28431767225265503},{""assigned_similarity_mean"":0.7105120765045285,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29117316007614136}]",observed,0.0,False,0.9142961773954871,,0.9142961773954871,0.9142961773954871,0.9142961773954871,1.0,0.8359375,0.8359375,0.6132736139156447,0.6614814365911734,"hidden1:0,hidden2:1",0.21788194444444445,primary_observed_alignment,greedy_soup,0.834,0.4781985563755035,0.8575,0.4272342720031738,0.8575,[0],True,True,False,True,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.0,-0.0019333333333333425,,0.5174,0.0,0.03520000000000001,0.5174,0.03639999999999999,0.03520000000000001,0.0011999999999999789,0.48219999999999996,0.5124,0.030200000000000005,0.5174,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_runs_maps_part_000.csv.gz,2
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4000,fashion_mnist,mlp2,3,128,none,activation,4000,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8320666666666666,0.834,0.8306,0.0033999999999999586,hidden2,,none,0.2828731934229533,0.29117316007614136,0.7103630997783815,0.0,"[{""assigned_similarity_mean"":0.7070177699206397,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2731287479400635},{""assigned_similarity_mean"":0.7135594529099762,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28431767225265503},{""assigned_similarity_mean"":0.7105120765045285,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29117316007614136}]",observed,0.0,False,0.9142961773954871,,0.9142961773954871,0.9142961773954871,0.9142961773954871,1.0,0.8359375,0.8359375,0.6132736139156447,0.6614814365911734,"hidden1:0,hidden2:1",0.21788194444444445,primary_observed_alignment,git_rebasin_pairwise_ref0,0.7976,0.6074922575950622,0.816,0.5610024719238281,,[],False,True,True,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.03639999999999999,0.034466666666666645,,0.481,-0.03639999999999999,-0.0011999999999999789,0.5174,0.03639999999999999,0.03520000000000001,0.0011999999999999789,0.48219999999999996,0.5124,0.030200000000000005,0.5174,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_runs_maps_part_000.csv.gz,3
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4000,fashion_mnist,mlp2,3,128,none,activation,4000,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8320666666666666,0.834,0.8306,0.0033999999999999586,hidden2,,none,0.2828731934229533,0.29117316007614136,0.7103630997783815,0.0,"[{""assigned_similarity_mean"":0.7070177699206397,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2731287479400635},{""assigned_similarity_mean"":0.7135594529099762,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28431767225265503},{""assigned_similarity_mean"":0.7105120765045285,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29117316007614136}]",observed,0.0,False,0.9142961773954871,,0.9142961773954871,0.9142961773954871,0.9142961773954871,1.0,0.8359375,0.8359375,0.6132736139156447,0.6614814365911734,"hidden1:0,hidden2:1",0.21788194444444445,primary_observed_alignment,c2m3_synchronized,0.7988,0.595963451385498,0.815,0.5513385505676269,,[],False,True,True,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.03520000000000001,0.03326666666666667,,0.48219999999999996,-0.03520000000000001,0.0,0.5174,0.03639999999999999,0.03520000000000001,0.0011999999999999789,0.48219999999999996,0.5124,0.030200000000000005,0.5174,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_runs_maps_part_000.csv.gz,4
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4000,fashion_mnist,mlp2,3,128,none,activation,4000,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8320666666666666,0.834,0.8306,0.0033999999999999586,hidden2,,none,0.2828731934229533,0.29117316007614136,0.7103630997783815,0.0,"[{""assigned_similarity_mean"":0.7070177699206397,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2731287479400635},{""assigned_similarity_mean"":0.7135594529099762,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28431767225265503},{""assigned_similarity_mean"":0.7105120765045285,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29117316007614136}]",observed,0.0,False,0.9142961773954871,,0.9142961773954871,0.9142961773954871,0.9142961773954871,1.0,0.8359375,0.8359375,0.6132736139156447,0.6614814365911734,"hidden1:0,hidden2:1",0.21788194444444445,primary_observed_alignment,ensemble_upper_bound,0.8308,0.47801416869163516,0.86,0.4223975887298584,,[],False,False,False,False,True,False,False,3,354846,3.0,3.0,3.0,3.0,False,False,extra-capacity ensemble upper bound over local models,0.0031999999999999806,0.0012666666666666382,,0.5142,-0.0031999999999999806,0.03200000000000003,0.5174,0.03639999999999999,0.03520000000000001,0.0011999999999999789,0.48219999999999996,0.5124,0.030200000000000005,0.5174,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_runs_maps_part_000.csv.gz,5
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4000,fashion_mnist,mlp2,3,128,none,activation,4000,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8320666666666666,0.834,0.8306,0.0033999999999999586,hidden2,,none,0.2828731934229533,0.29117316007614136,0.7103630997783815,0.0,"[{""assigned_similarity_mean"":0.7070177699206397,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2731287479400635},{""assigned_similarity_mean"":0.7135594529099762,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28431767225265503},{""assigned_similarity_mean"":0.7105120765045285,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29117316007614136}]",observed,0.0,False,0.9142961773954871,,0.9142961773954871,0.9142961773954871,0.9142961773954871,1.0,0.8359375,0.8359375,0.6132736139156447,0.6614814365911734,"hidden1:0,hidden2:1",0.21788194444444445,primary_observed_alignment,twisted_rank_lift_2,0.829,0.4955290705680847,0.853,0.44658599281311034,,[],False,False,True,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,True,False,"rank-lift branch ensemble; extra capacity, not a single merged model",0.0050000000000000044,0.003066666666666662,,0.5124,-0.0050000000000000044,0.030200000000000005,0.5174,0.03639999999999999,0.03520000000000001,0.0011999999999999789,0.48219999999999996,0.5124,0.030200000000000005,0.5174,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_runs_maps_part_000.csv.gz,6
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4000,fashion_mnist,mlp2,3,128,none,activation,4000,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8320666666666666,0.834,0.8306,0.0033999999999999586,hidden2,,none,0.2828731934229533,0.29117316007614136,0.7103630997783815,0.0,"[{""assigned_similarity_mean"":0.7070177699206397,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2731287479400635},{""assigned_similarity_mean"":0.7135594529099762,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28431767225265503},{""assigned_similarity_mean"":0.7105120765045285,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29117316007614136}]",observed,0.0,False,0.9142961773954871,,0.9142961773954871,0.9142961773954871,0.9142961773954871,1.0,0.8359375,0.8359375,0.6132736139156447,0.6614814365911734,"hidden1:0,hidden2:1",0.21788194444444445,primary_observed_alignment,random_branch_ensemble_2,0.8258,0.4978528436660767,0.8475,0.4476329441070557,,[],False,False,True,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,False,False,random branch ensemble matched to rank-lift branch count; non-obstruction control,0.008199999999999985,0.006266666666666643,,0.5092,-0.008199999999999985,0.027000000000000024,0.5174,0.03639999999999999,0.03520000000000001,0.0011999999999999789,0.48219999999999996,0.5124,0.030200000000000005,0.5174,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_runs_maps_part_000.csv.gz,7
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4000,fashion_mnist,mlp2,3,128,none,activation,4000,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8320666666666666,0.834,0.8306,0.0033999999999999586,hidden2,,none,0.2828731934229533,0.29117316007614136,0.7103630997783815,0.0,"[{""assigned_similarity_mean"":0.7070177699206397,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2731287479400635},{""assigned_similarity_mean"":0.7135594529099762,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28431767225265503},{""assigned_similarity_mean"":0.7105120765045285,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29117316007614136}]",observed,0.0,False,0.9142961773954871,,0.9142961773954871,0.9142961773954871,0.9142961773954871,1.0,0.8359375,0.8359375,0.6132736139156447,0.6614814365911734,"hidden1:0,hidden2:1",0.21788194444444445,primary_observed_alignment,validation_branch_ensemble_2,0.8316,0.4788672682762146,0.8585,0.4241053409576416,,[],True,False,False,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,False,False,validation-selected branch ensemble matched to rank-lift branch count; non-obstruction control,0.0023999999999999577,0.00046666666666661527,,0.515,-0.0023999999999999577,0.03280000000000005,0.5174,0.03639999999999999,0.03520000000000001,0.0011999999999999789,0.48219999999999996,0.5124,0.030200000000000005,0.5174,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_runs_maps_part_000.csv.gz,8
fashion_mnist_mlp2_N3_W128_none_activation,fashion_mnist_mlp2_N3_W128_none_activation_seed4000,fashion_mnist,mlp2,3,128,none,activation,4000,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8320666666666666,0.834,0.8306,0.0033999999999999586,hidden2,,none,0.2828731934229533,0.29117316007614136,0.7103630997783815,0.0,"[{""assigned_similarity_mean"":0.7070177699206397,""assigned_similarity_min"":0.0,""pair"":""0-1"",""residual"":0.2731287479400635},{""assigned_similarity_mean"":0.7135594529099762,""assigned_similarity_min"":0.0,""pair"":""0-2"",""residual"":0.28431767225265503},{""assigned_similarity_mean"":0.7105120765045285,""assigned_similarity_min"":0.0,""pair"":""1-2"",""residual"":0.29117316007614136}]",observed,0.0,False,0.9142961773954871,,0.9142961773954871,0.9142961773954871,0.9142961773954871,1.0,0.8359375,0.8359375,0.6132736139156447,0.6614814365911734,"hidden1:0,hidden2:1",0.21788194444444445,primary_observed_alignment,c2m3_cluster_branch_ensemble_2,0.829,0.4955290705680847,0.853,0.44658599281311034,,[],False,False,True,False,True,False,True,2,236564,2.0,2.0,2.0,2.0,False,False,C2M3-distance branch ensemble matched to rank-lift branch count; no obstruction residual used,0.0050000000000000044,0.003066666666666662,,0.5124,-0.0050000000000000044,0.030200000000000005,0.5174,0.03639999999999999,0.03520000000000001,0.0011999999999999789,0.48219999999999996,0.5124,0.030200000000000005,0.5174,primary_replication,"Prompt 11 supported row: Fashion-MNIST, mlp2, N=3, W=128, no shift, activation matching.",prompt21_runs_maps_part_000.csv.gz,9
fashion_mnist_mlp2_N3_W128_none_weight,fashion_mnist_mlp2_N3_W128_none_weight_seed4000,fashion_mnist,mlp2,3,128,none,weight,4000,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.8320666666666666,0.834,0.8306,0.0033999999999999586,hidden2,,none,0.6441484093666077,0.6733636260032654,0.1286796272659861,-0.702848494052887,"[{""assigned_similarity_mean"":0.12981045639253352,""assigned_similarity_min"":-0.702848494052887,""pair"":""0-1"",""residual"":0.6409529447555542},{""assigned_similarity_mean"":0.06669617326770094,""assigned_similarity_min"":-0.6984816193580627,""pair"":""0-2"",""residual"":0.6733636260032654},{""assigned_similarity_mean"":0.18953225213772384,""assigned_similarity_min"":-0.5605258345603943,""pair"":""1-2"",""residual"":0.6181286573410034}]",observed,0.0,False,0.9921567416492215,,0.9921567416492215,0.9921567416492215,0.9921567416492215,1.0,0.984375,0.984375,0.20082122033905275,0.8045147099329678,"hidden1:0,hidden2:0",0.21180555555555555,primary_observed_alignment,weight_average,0.3166,1.9127412399291992,0.3295,1.8853891983032227,,[],False,True,False,False,False,True,False,1,118282,1.0,1.0,1.0,1.0,False,False,single-model merge or selection baseline,0.5174,0.5154666666666666,0.5174,0.0,-0.5174,-0.11520000000000002,0.5174,0.40219999999999995,0.40219999999999995,0.0,0.11520000000000002,0.5034,0.38819999999999993,0.5174,neighbor_control,Same primary setting with weight matching.,prompt21_runs_maps_part_000.csv.gz,10
