setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,epochs,max_train_samples,max_test_samples,batch_size,lr,optimizer,weight_decay,scheduler,step_size,gamma,augmentation,dataset_seed,val_fraction,mean_individual_accuracy,single_best_accuracy,single_worst_accuracy,individual_accuracy_spread,primary_alignment_layer,monomial_scale_methods,monomial_scale_method,pairwise_alignment_residual_mean,pairwise_alignment_residual_max,activation_assignment_similarity_mean,activation_assignment_similarity_min,alignment_source,alignment_noise_fraction,triangle_type,triangle,i,j,k,triangle_defect_count,triangle_defect_rate,cycle_defect,cycle_score,is_injected_alignment_control,monomial_defect_score,monomial_cycle_trace,monomial_cycle_determinant,monomial_average_defect_score
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9323,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9323,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91455,0.9258,0.8978,0.0279999999999999,hidden2,raw,none,0.6601808965206146,0.7205528616905212,0.093891013229495,-0.7174493074417114,observed,0.0,permutation,0-1-3,0,1,3,124.0,0.96875,0.9842509842514764,0.9842469834101136,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9323,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9323,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91455,0.9258,0.8978,0.0279999999999999,hidden2,raw,none,0.6601808965206146,0.7205528616905212,0.093891013229495,-0.7174493074417114,observed,0.0,permutation,0-2-3,0,2,3,124.0,0.96875,0.9842509842514764,0.9842469834101136,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9323,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9323,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91455,0.9258,0.8978,0.0279999999999999,hidden2,raw,none,0.6601808965206146,0.7205528616905212,0.093891013229495,-0.7174493074417114,observed,0.0,permutation,1-2-3,1,2,3,125.0,0.9765625,0.9882117688026184,0.9842469834101136,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9323,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9323,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91455,0.9258,0.8978,0.0279999999999999,hidden2,raw,raw,0.6601808965206146,0.7205528616905212,0.093891013229495,-0.7174493074417114,observed,0.0,monomial,,0,1,2,,,,,False,1.3943255962497558,4.999999995196523,-0.9999988788352728,1.40087903461481
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9323,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9323,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91455,0.9258,0.8978,0.0279999999999999,hidden2,raw,raw,0.6601808965206146,0.7205528616905212,0.093891013229495,-0.7174493074417114,observed,0.0,monomial,,0,1,3,,,,,False,1.4011688917635858,3.9999998925983338,-0.999999363276438,1.40087903461481
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9323,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9323,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91455,0.9258,0.8978,0.0279999999999999,hidden2,raw,raw,0.6601808965206146,0.7205528616905212,0.093891013229495,-0.7174493074417114,observed,0.0,monomial,,0,2,3,,,,,False,1.400355505302073,3.99999998620269,-1.0000007999935785,1.40087903461481
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9323,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9323,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91455,0.9258,0.8978,0.0279999999999999,hidden2,raw,raw,0.6601808965206146,0.7205528616905212,0.093891013229495,-0.7174493074417114,observed,0.0,monomial,,1,2,3,,,,,False,1.4076661451438246,3.000000228626796,-1.0000000361680348,1.40087903461481
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,none,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,permutation,0-1-2,0,1,2,105.0,0.8203125,0.90571104663684,0.9206163193128112,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,none,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,permutation,0-1-3,0,1,3,111.0,0.8671875,0.9312290266094588,0.9206163193128112,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,none,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,permutation,0-2-3,0,2,3,107.0,0.8359375,0.9142961773954872,0.9206163193128112,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,none,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,permutation,1-2-3,1,2,3,111.0,0.8671875,0.9312290266094588,0.9206163193128112,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,raw,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,monomial,,0,1,2,,,,,False,2.0149336603372543,17.790395554558717,3.986071338473789e-13,2.4887259071672534
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,raw,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,monomial,,0,1,3,,,,,False,1.6919085155711897,12.92455479911045,-4.031241993208517e-21,2.4887259071672534
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,raw,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,monomial,,0,2,3,,,,,False,1.2711431646569866,16.2486903248541,6.159015844488374e-20,2.4887259071672534
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,raw,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,monomial,,1,2,3,,,,,False,4.976918288103583,12.643869104280412,-1.842392167990621e-13,2.4887259071672534
mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,shrinkage,none,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,permutation,0-1-2,0,1,2,105.0,0.8203125,0.90571104663684,0.9206163193128112,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,shrinkage,none,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,permutation,0-1-3,0,1,3,111.0,0.8671875,0.9312290266094588,0.9206163193128112,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,shrinkage,none,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,permutation,0-2-3,0,2,3,107.0,0.8359375,0.9142961773954872,0.9206163193128112,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,shrinkage,none,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,permutation,1-2-3,1,2,3,111.0,0.8671875,0.9312290266094588,0.9206163193128112,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,shrinkage,shrinkage,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.2638885747212223,20.563346154605952,1.3544607086008024e-07,1.2739791655793975
mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,shrinkage,shrinkage,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,monomial,,0,1,3,,,,,False,1.2857550980568355,14.797230114136395,-4.822163470494463e-09,1.2739791655793975
mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,shrinkage,shrinkage,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,monomial,,0,2,3,,,,,False,1.263439000767416,18.40623811076153,1.0304293490037869e-08,1.2739791655793975
mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,shrinkage,shrinkage,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,monomial,,1,2,3,,,,,False,1.2828339887721163,15.469003084454387,-2.11193391681176e-07,1.2739791655793975
mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,global_synchronized,none,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,permutation,0-1-2,0,1,2,105.0,0.8203125,0.90571104663684,0.9206163193128112,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,global_synchronized,none,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,permutation,0-1-3,0,1,3,111.0,0.8671875,0.9312290266094588,0.9206163193128112,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,global_synchronized,none,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,permutation,0-2-3,0,2,3,107.0,0.8359375,0.9142961773954872,0.9206163193128112,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,global_synchronized,none,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,permutation,1-2-3,1,2,3,111.0,0.8671875,0.9312290266094588,0.9206163193128112,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,global_synchronized,global_synchronized,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.3049930278049515,23.0,1.0000000000000002,1.3272460639205623
mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,global_synchronized,global_synchronized,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,monomial,,0,1,3,,,,,False,1.3460537557883894,17.0,-0.9999999999999996,1.3272460639205623
mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,global_synchronized,global_synchronized,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,monomial,,0,2,3,,,,,False,1.3206580281166955,21.0,0.9999999999999994,1.3272460639205623
mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_global_ls_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_global_ls_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,global_synchronized,global_synchronized,0.3314041246970494,0.3400202691555023,0.6732192906699007,0.0,observed,0.0,monomial,,1,2,3,,,,,False,1.3372794439722129,17.0,-0.9999999999999994,1.3272460639205623
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,none,0.6625881294409434,0.6862553358078003,0.080756565864552,-0.6931774020195007,observed,0.0,permutation,0-1-2,0,1,2,125.0,0.9765625,0.9882117688026184,0.9882078158764838,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,none,0.6625881294409434,0.6862553358078003,0.080756565864552,-0.6931774020195007,observed,0.0,permutation,0-1-3,0,1,3,126.0,0.984375,0.9921567416492216,0.9882078158764838,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,none,0.6625881294409434,0.6862553358078003,0.080756565864552,-0.6931774020195007,observed,0.0,permutation,0-2-3,0,2,3,125.0,0.9765625,0.9882117688026184,0.9882078158764838,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,none,0.6625881294409434,0.6862553358078003,0.080756565864552,-0.6931774020195007,observed,0.0,permutation,1-2-3,1,2,3,124.0,0.96875,0.9842509842514764,0.9882078158764838,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,raw,0.6625881294409434,0.6862553358078003,0.080756565864552,-0.6931774020195007,observed,0.0,monomial,,0,1,2,,,,,False,1.4063210612637336,3.0000000843055927,0.9999991781426284,1.4068257801833095
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,raw,0.6625881294409434,0.6862553358078003,0.080756565864552,-0.6931774020195007,observed,0.0,monomial,,0,1,3,,,,,False,1.4110182459861609,2.0000000799798547,-1.0000005280097812,1.4068257801833095
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,raw,0.6625881294409434,0.6862553358078003,0.080756565864552,-0.6931774020195007,observed,0.0,monomial,,0,2,3,,,,,False,1.4050621949014184,3.000000122939329,-1.000000285013076,1.4068257801833095
mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_weight_mlp2_seed9324,mnist,mlp2,4,128,input_noise,monomial_weight_mlp2,9324,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9115,0.9268,0.8978,0.0289999999999999,hidden2,raw,raw,0.6625881294409434,0.6862553358078003,0.080756565864552,-0.6931774020195007,observed,0.0,monomial,,1,2,3,,,,,False,1.4049016185819247,3.9999997124850815,1.0000004411176062,1.4068257801833095
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9325,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9325,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91435,0.9268,0.9016,0.0252,hidden2,raw,none,0.3331954628229141,0.3395118415355682,0.6962394767809504,0.0,observed,0.0,permutation,0-1-2,0,1,2,106.0,0.828125,0.9100137361600648,0.89586132773163,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9325,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9325,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91435,0.9268,0.9016,0.0252,hidden2,raw,none,0.3331954628229141,0.3395118415355682,0.6962394767809504,0.0,observed,0.0,permutation,0-1-3,0,1,3,104.0,0.8125,0.9013878188659972,0.89586132773163,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9325,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9325,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91435,0.9268,0.9016,0.0252,hidden2,raw,none,0.3331954628229141,0.3395118415355682,0.6962394767809504,0.0,observed,0.0,permutation,0-2-3,0,2,3,103.0,0.8046875,0.8970437559004577,0.89586132773163,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9325,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9325,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91435,0.9268,0.9016,0.0252,hidden2,raw,none,0.3331954628229141,0.3395118415355682,0.6962394767809504,0.0,observed,0.0,permutation,1-2-3,1,2,3,98.0,0.765625,0.875,0.89586132773163,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9325,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9325,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91435,0.9268,0.9016,0.0252,hidden2,raw,raw,0.3331954628229141,0.3395118415355682,0.6962394767809504,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.382566097417749,16.847249580248302,-2.5715698540192925e-14,1.4102929817168903
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9325,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9325,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91435,0.9268,0.9016,0.0252,hidden2,raw,raw,0.3331954628229141,0.3395118415355682,0.6962394767809504,0.0,observed,0.0,monomial,,0,1,3,,,,,False,1.721100255813415,18.32255520047986,-4.3688861218358956e-14,1.4102929817168903
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9325,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9325,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91435,0.9268,0.9016,0.0252,hidden2,raw,raw,0.3331954628229141,0.3395118415355682,0.6962394767809504,0.0,observed,0.0,monomial,,0,2,3,,,,,False,1.2579755366136738,19.564683284247728,1.1888183344634584e-15,1.4102929817168903
mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_activation_mlp2_seed9325,mnist,mlp2,4,128,input_noise,monomial_activation_mlp2,9325,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91435,0.9268,0.9016,0.0252,hidden2,raw,raw,0.3331954628229141,0.3395118415355682,0.6962394767809504,0.0,observed,0.0,monomial,,1,2,3,,,,,False,1.2795300370227247,22.984166186713367,-1.5558950931311179e-16,1.4102929817168903
mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9325,mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9325,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91435,0.9268,0.9016,0.0252,hidden2,shrinkage,none,0.3331954628229141,0.3395118415355682,0.6962394767809504,0.0,observed,0.0,permutation,0-1-2,0,1,2,106.0,0.828125,0.9100137361600648,0.89586132773163,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9325,mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9325,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91435,0.9268,0.9016,0.0252,hidden2,shrinkage,none,0.3331954628229141,0.3395118415355682,0.6962394767809504,0.0,observed,0.0,permutation,0-1-3,0,1,3,104.0,0.8125,0.9013878188659972,0.89586132773163,,,,,
mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2,mnist_mlp2_N4_W128_input_noise_monomial_shrinkage_mlp2_seed9325,mnist,mlp2,4,128,input_noise,monomial_shrinkage_mlp2,9325,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.91435,0.9268,0.9016,0.0252,hidden2,shrinkage,none,0.3331954628229141,0.3395118415355682,0.6962394767809504,0.0,observed,0.0,permutation,0-2-3,0,2,3,103.0,0.8046875,0.8970437559004577,0.89586132773163,,,,,
