setting_id,run_id,dataset,architecture,n_models,width,domain_shift,matching,seed,epochs,max_train_samples,max_test_samples,batch_size,lr,optimizer,weight_decay,scheduler,step_size,gamma,augmentation,dataset_seed,val_fraction,mean_individual_accuracy,single_best_accuracy,single_worst_accuracy,individual_accuracy_spread,primary_alignment_layer,monomial_scale_methods,monomial_scale_method,pairwise_alignment_residual_mean,pairwise_alignment_residual_max,activation_assignment_similarity_mean,activation_assignment_similarity_min,alignment_source,alignment_noise_fraction,triangle_type,triangle,i,j,k,triangle_defect_count,triangle_defect_rate,cycle_defect,cycle_score,is_injected_alignment_control,monomial_defect_score,monomial_cycle_trace,monomial_cycle_determinant,monomial_average_defect_score
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9300,mnist,mlp2,3,128,none,monomial_activation_mlp2,9300,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9312666666666668,0.932,0.9302,0.0018,hidden2,raw,none,0.3197602033615112,0.3240706026554107,0.7105382289252399,0.0,observed,0.0,permutation,0-1-2,0,1,2,105.0,0.8203125,0.90571104663684,0.90571104663684,,,,,
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9300,mnist,mlp2,3,128,none,monomial_activation_mlp2,9300,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9312666666666668,0.932,0.9302,0.0018,hidden2,raw,raw,0.3197602033615112,0.3240706026554107,0.7105382289252399,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.3234498662557534,18.572973794921843,-4.42524963865317e-12,1.3234498662557534
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9300,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9300,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9312666666666668,0.932,0.9302,0.0018,hidden2,shrinkage,none,0.3197602033615112,0.3240706026554107,0.7105382289252399,0.0,observed,0.0,permutation,0-1-2,0,1,2,105.0,0.8203125,0.90571104663684,0.90571104663684,,,,,
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9300,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9300,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9312666666666668,0.932,0.9302,0.0018,hidden2,shrinkage,shrinkage,0.3197602033615112,0.3240706026554107,0.7105382289252399,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.2559795645235652,20.636805883126733,-2.850732699421711e-06,1.2559795645235652
mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2_seed9300,mnist,mlp2,3,128,none,monomial_global_ls_mlp2,9300,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9312666666666668,0.932,0.9302,0.0018,hidden2,global_synchronized,none,0.3197602033615112,0.3240706026554107,0.7105382289252399,0.0,observed,0.0,permutation,0-1-2,0,1,2,105.0,0.8203125,0.90571104663684,0.90571104663684,,,,,
mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2_seed9300,mnist,mlp2,3,128,none,monomial_global_ls_mlp2,9300,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9312666666666668,0.932,0.9302,0.0018,hidden2,global_synchronized,global_synchronized,0.3197602033615112,0.3240706026554107,0.7105382289252399,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.2936480530065717,23.0,-1.0000000000000009,1.2936480530065717
mnist_mlp2_N3_W128_none_monomial_weight_mlp2,mnist_mlp2_N3_W128_none_monomial_weight_mlp2_seed9300,mnist,mlp2,3,128,none,monomial_weight_mlp2,9300,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9312666666666668,0.932,0.9302,0.0018,hidden2,raw,none,0.6687784790992737,0.6932525634765625,0.0810559324030085,-0.7088322639465332,observed,0.0,permutation,0-1-2,0,1,2,126.0,0.984375,0.9921567416492216,0.9921567416492216,,,,,
mnist_mlp2_N3_W128_none_monomial_weight_mlp2,mnist_mlp2_N3_W128_none_monomial_weight_mlp2_seed9300,mnist,mlp2,3,128,none,monomial_weight_mlp2,9300,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9312666666666668,0.932,0.9302,0.0018,hidden2,raw,raw,0.6687784790992737,0.6932525634765625,0.0810559324030085,-0.7088322639465332,observed,0.0,monomial,,0,1,2,,,,,False,1.4107601246966088,1.9999999301027485,-1.0000015287467627,1.4107601246966088
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9301,mnist,mlp2,3,128,none,monomial_activation_mlp2,9301,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9316666666666666,0.9326,0.9302,0.0023999999999999,hidden2,raw,none,0.3201907873153686,0.3239103257656097,0.7167939046824662,0.0,observed,0.0,permutation,0-1-2,0,1,2,110.0,0.859375,0.927024810886958,0.927024810886958,,,,,
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9301,mnist,mlp2,3,128,none,monomial_activation_mlp2,9301,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9316666666666666,0.9326,0.9302,0.0023999999999999,hidden2,raw,raw,0.3201907873153686,0.3239103257656097,0.7167939046824662,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.7159821056515627,14.88186812803674,1.1650851721144568e-12,1.7159821056515627
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9301,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9301,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9316666666666666,0.9326,0.9302,0.0023999999999999,hidden2,shrinkage,none,0.3201907873153686,0.3239103257656097,0.7167939046824662,0.0,observed,0.0,permutation,0-1-2,0,1,2,110.0,0.859375,0.927024810886958,0.927024810886958,,,,,
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9301,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9301,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9316666666666666,0.9326,0.9302,0.0023999999999999,hidden2,shrinkage,shrinkage,0.3201907873153686,0.3239103257656097,0.7167939046824662,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.2854934669692772,16.351965309465875,6.127604456424886e-07,1.2854934669692772
mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2_seed9301,mnist,mlp2,3,128,none,monomial_global_ls_mlp2,9301,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9316666666666666,0.9326,0.9302,0.0023999999999999,hidden2,global_synchronized,none,0.3201907873153686,0.3239103257656097,0.7167939046824662,0.0,observed,0.0,permutation,0-1-2,0,1,2,110.0,0.859375,0.927024810886958,0.927024810886958,,,,,
mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2_seed9301,mnist,mlp2,3,128,none,monomial_global_ls_mlp2,9301,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9316666666666666,0.9326,0.9302,0.0023999999999999,hidden2,global_synchronized,global_synchronized,0.3201907873153686,0.3239103257656097,0.7167939046824662,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.3228634757066384,18.0,0.9999999999999988,1.3228634757066384
mnist_mlp2_N3_W128_none_monomial_weight_mlp2,mnist_mlp2_N3_W128_none_monomial_weight_mlp2_seed9301,mnist,mlp2,3,128,none,monomial_weight_mlp2,9301,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9316666666666666,0.9326,0.9302,0.0023999999999999,hidden2,raw,none,0.6648916403452555,0.688022792339325,0.0804733589781487,-0.7723689079284668,observed,0.0,permutation,0-1-2,0,1,2,123.0,0.9609375,0.9802741963348828,0.9802741963348828,,,,,
mnist_mlp2_N3_W128_none_monomial_weight_mlp2,mnist_mlp2_N3_W128_none_monomial_weight_mlp2_seed9301,mnist,mlp2,3,128,none,monomial_weight_mlp2,9301,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9316666666666666,0.9326,0.9302,0.0023999999999999,hidden2,raw,raw,0.6648916403452555,0.688022792339325,0.0804733589781487,-0.7723689079284668,observed,0.0,monomial,,0,1,2,,,,,False,1.396333020120606,4.999999762855016,-0.9999986073687196,1.396333020120606
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9302,mnist,mlp2,3,128,none,monomial_activation_mlp2,9302,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9304,0.9318,0.9296,0.0021999999999999,hidden2,raw,none,0.3267184595266978,0.3313353061676025,0.6912475789625508,0.0,observed,0.0,permutation,0-1-2,0,1,2,108.0,0.84375,0.9185586535436918,0.9185586535436918,,,,,
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9302,mnist,mlp2,3,128,none,monomial_activation_mlp2,9302,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9304,0.9318,0.9296,0.0021999999999999,hidden2,raw,raw,0.3267184595266978,0.3313353061676025,0.6912475789625508,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.293016825203109,15.34493697633149,-1.070329118021025e-12,1.293016825203109
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9302,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9302,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9304,0.9318,0.9296,0.0021999999999999,hidden2,shrinkage,none,0.3267184595266978,0.3313353061676025,0.6912475789625508,0.0,observed,0.0,permutation,0-1-2,0,1,2,108.0,0.84375,0.9185586535436918,0.9185586535436918,,,,,
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9302,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9302,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9304,0.9318,0.9296,0.0021999999999999,hidden2,shrinkage,shrinkage,0.3267184595266978,0.3313353061676025,0.6912475789625508,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.2620127436197417,17.46890837734736,-6.274966755346963e-07,1.2620127436197417
mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2_seed9302,mnist,mlp2,3,128,none,monomial_global_ls_mlp2,9302,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9304,0.9318,0.9296,0.0021999999999999,hidden2,global_synchronized,none,0.3267184595266978,0.3313353061676025,0.6912475789625508,0.0,observed,0.0,permutation,0-1-2,0,1,2,108.0,0.84375,0.9185586535436918,0.9185586535436918,,,,,
mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2_seed9302,mnist,mlp2,3,128,none,monomial_global_ls_mlp2,9302,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9304,0.9318,0.9296,0.0021999999999999,hidden2,global_synchronized,global_synchronized,0.3267184595266978,0.3313353061676025,0.6912475789625508,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.311264896172132,20.0,-0.9999999999999992,1.311264896172132
mnist_mlp2_N3_W128_none_monomial_weight_mlp2,mnist_mlp2_N3_W128_none_monomial_weight_mlp2_seed9302,mnist,mlp2,3,128,none,monomial_weight_mlp2,9302,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9304,0.9318,0.9296,0.0021999999999999,hidden2,raw,none,0.6601304809252421,0.6680311560630798,0.1094233869991138,-0.6926636695861816,observed,0.0,permutation,0-1-2,0,1,2,126.0,0.984375,0.9921567416492216,0.9921567416492216,,,,,
mnist_mlp2_N3_W128_none_monomial_weight_mlp2,mnist_mlp2_N3_W128_none_monomial_weight_mlp2_seed9302,mnist,mlp2,3,128,none,monomial_weight_mlp2,9302,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9304,0.9318,0.9296,0.0021999999999999,hidden2,raw,raw,0.6601304809252421,0.6680311560630798,0.1094233869991138,-0.6926636695861816,observed,0.0,monomial,,0,1,2,,,,,False,1.4110077633327291,1.9999998482273196,-0.9999994965219116,1.4110077633327291
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9303,mnist,mlp2,3,128,none,monomial_activation_mlp2,9303,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9314666666666668,0.9344,0.9294,0.005,hidden2,raw,none,0.32401176293691,0.326056569814682,0.7177285791840404,0.0,observed,0.0,permutation,0-1-2,0,1,2,104.0,0.8125,0.9013878188659972,0.9013878188659972,,,,,
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9303,mnist,mlp2,3,128,none,monomial_activation_mlp2,9303,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9314666666666668,0.9344,0.9294,0.005,hidden2,raw,raw,0.32401176293691,0.326056569814682,0.7177285791840404,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.2517413428813668,19.520411949161215,6.523891558407655e-15,1.2517413428813668
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9303,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9303,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9314666666666668,0.9344,0.9294,0.005,hidden2,shrinkage,none,0.32401176293691,0.326056569814682,0.7177285791840404,0.0,observed,0.0,permutation,0-1-2,0,1,2,104.0,0.8125,0.9013878188659972,0.9013878188659972,,,,,
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9303,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9303,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9314666666666668,0.9344,0.9294,0.005,hidden2,shrinkage,shrinkage,0.32401176293691,0.326056569814682,0.7177285791840404,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.2291299248225356,21.57981597307841,5.7436769986479276e-08,1.2291299248225356
mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2_seed9303,mnist,mlp2,3,128,none,monomial_global_ls_mlp2,9303,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9314666666666668,0.9344,0.9294,0.005,hidden2,global_synchronized,none,0.32401176293691,0.326056569814682,0.7177285791840404,0.0,observed,0.0,permutation,0-1-2,0,1,2,104.0,0.8125,0.9013878188659972,0.9013878188659972,,,,,
mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2_seed9303,mnist,mlp2,3,128,none,monomial_global_ls_mlp2,9303,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9314666666666668,0.9344,0.9294,0.005,hidden2,global_synchronized,global_synchronized,0.32401176293691,0.326056569814682,0.7177285791840404,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.289637954838889,24.0,0.9999999999999998,1.289637954838889
mnist_mlp2_N3_W128_none_monomial_weight_mlp2,mnist_mlp2_N3_W128_none_monomial_weight_mlp2_seed9303,mnist,mlp2,3,128,none,monomial_weight_mlp2,9303,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9314666666666668,0.9344,0.9294,0.005,hidden2,raw,none,0.6477888425191244,0.6776809692382812,0.1451578864483357,-0.8261876702308655,observed,0.0,permutation,0-1-2,0,1,2,124.0,0.96875,0.9842509842514764,0.9842509842514764,,,,,
mnist_mlp2_N3_W128_none_monomial_weight_mlp2,mnist_mlp2_N3_W128_none_monomial_weight_mlp2_seed9303,mnist,mlp2,3,128,none,monomial_weight_mlp2,9303,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9314666666666668,0.9344,0.9294,0.005,hidden2,raw,raw,0.6477888425191244,0.6776809692382812,0.1451578864483357,-0.8261876702308655,observed,0.0,monomial,,0,1,2,,,,,False,1.4037109729537665,3.999999891926985,-0.9999997947560404,1.4037109729537665
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9304,mnist,mlp2,3,128,none,monomial_activation_mlp2,9304,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9322666666666666,0.9338,0.9302,0.0035999999999999,hidden2,raw,none,0.3232471942901611,0.3266100883483886,0.7182031985527525,0.0,observed,0.0,permutation,0-1-2,0,1,2,106.0,0.828125,0.9100137361600648,0.9100137361600648,,,,,
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9304,mnist,mlp2,3,128,none,monomial_activation_mlp2,9304,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9322666666666666,0.9338,0.9302,0.0035999999999999,hidden2,raw,raw,0.3232471942901611,0.3266100883483886,0.7182031985527525,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.3534153201602095,17.603771040886734,-2.3518867440823516e-14,1.3534153201602095
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9304,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9304,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9322666666666666,0.9338,0.9302,0.0035999999999999,hidden2,shrinkage,none,0.3232471942901611,0.3266100883483886,0.7182031985527525,0.0,observed,0.0,permutation,0-1-2,0,1,2,106.0,0.828125,0.9100137361600648,0.9100137361600648,,,,,
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9304,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9304,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9322666666666666,0.9338,0.9302,0.0035999999999999,hidden2,shrinkage,shrinkage,0.3232471942901611,0.3266100883483886,0.7182031985527525,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.2616280906993842,19.60979997604984,-2.255188710453441e-07,1.2616280906993842
mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2_seed9304,mnist,mlp2,3,128,none,monomial_global_ls_mlp2,9304,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9322666666666666,0.9338,0.9302,0.0035999999999999,hidden2,global_synchronized,none,0.3232471942901611,0.3266100883483886,0.7182031985527525,0.0,observed,0.0,permutation,0-1-2,0,1,2,106.0,0.828125,0.9100137361600648,0.9100137361600648,,,,,
mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2_seed9304,mnist,mlp2,3,128,none,monomial_global_ls_mlp2,9304,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9322666666666666,0.9338,0.9302,0.0035999999999999,hidden2,global_synchronized,global_synchronized,0.3232471942901611,0.3266100883483886,0.7182031985527525,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.3088733175281806,22.0,-1.000000000000001,1.3088733175281806
mnist_mlp2_N3_W128_none_monomial_weight_mlp2,mnist_mlp2_N3_W128_none_monomial_weight_mlp2_seed9304,mnist,mlp2,3,128,none,monomial_weight_mlp2,9304,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9322666666666666,0.9338,0.9302,0.0035999999999999,hidden2,raw,none,0.6746345361073812,0.698405385017395,0.0685730145313148,-0.7439907789230347,observed,0.0,permutation,0-1-2,0,1,2,124.0,0.96875,0.9842509842514764,0.9842509842514764,,,,,
mnist_mlp2_N3_W128_none_monomial_weight_mlp2,mnist_mlp2_N3_W128_none_monomial_weight_mlp2_seed9304,mnist,mlp2,3,128,none,monomial_weight_mlp2,9304,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9322666666666666,0.9338,0.9302,0.0035999999999999,hidden2,raw,raw,0.6746345361073812,0.698405385017395,0.0685730145313148,-0.7439907789230347,observed,0.0,monomial,,0,1,2,,,,,False,1.4032000821819168,3.9999999081012234,-0.999999445540824,1.4032000821819168
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9305,mnist,mlp2,3,128,none,monomial_activation_mlp2,9305,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9332,0.9352,0.9314,0.0038,hidden2,raw,none,0.3231634298960368,0.3266654312610626,0.7172071568202227,0.0,observed,0.0,permutation,0-1-2,0,1,2,101.0,0.7890625,0.8882919002219934,0.8882919002219934,,,,,
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9305,mnist,mlp2,3,128,none,monomial_activation_mlp2,9305,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9332,0.9352,0.9314,0.0038,hidden2,raw,raw,0.3231634298960368,0.3266654312610626,0.7172071568202227,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.2730548161542434,21.565656002046936,4.7992863284841474e-14,1.2730548161542434
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9305,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9305,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9332,0.9352,0.9314,0.0038,hidden2,shrinkage,none,0.3231634298960368,0.3266654312610626,0.7172071568202227,0.0,observed,0.0,permutation,0-1-2,0,1,2,101.0,0.7890625,0.8882919002219934,0.8882919002219934,,,,,
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9305,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9305,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9332,0.9352,0.9314,0.0038,hidden2,shrinkage,shrinkage,0.3231634298960368,0.3266654312610626,0.7172071568202227,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.2249719601975215,24.06901334722977,2.466401881354102e-07,1.2249719601975215
mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2_seed9305,mnist,mlp2,3,128,none,monomial_global_ls_mlp2,9305,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9332,0.9352,0.9314,0.0038,hidden2,global_synchronized,none,0.3231634298960368,0.3266654312610626,0.7172071568202227,0.0,observed,0.0,permutation,0-1-2,0,1,2,101.0,0.7890625,0.8882919002219934,0.8882919002219934,,,,,
mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2,mnist_mlp2_N3_W128_none_monomial_global_ls_mlp2_seed9305,mnist,mlp2,3,128,none,monomial_global_ls_mlp2,9305,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9332,0.9352,0.9314,0.0038,hidden2,global_synchronized,global_synchronized,0.3231634298960368,0.3266654312610626,0.7172071568202227,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.2742704993762932,27.0,1.0000000000000002,1.2742704993762932
mnist_mlp2_N3_W128_none_monomial_weight_mlp2,mnist_mlp2_N3_W128_none_monomial_weight_mlp2_seed9305,mnist,mlp2,3,128,none,monomial_weight_mlp2,9305,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9332,0.9352,0.9314,0.0038,hidden2,raw,none,0.6598994533220927,0.6732235550880432,0.1008674717780498,-0.7453709244728088,observed,0.0,permutation,0-1-2,0,1,2,123.0,0.9609375,0.9802741963348828,0.9802741963348828,,,,,
mnist_mlp2_N3_W128_none_monomial_weight_mlp2,mnist_mlp2_N3_W128_none_monomial_weight_mlp2_seed9305,mnist,mlp2,3,128,none,monomial_weight_mlp2,9305,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9332,0.9352,0.9314,0.0038,hidden2,raw,raw,0.6598994533220927,0.6732235550880432,0.1008674717780498,-0.7453709244728088,observed,0.0,monomial,,0,1,2,,,,,False,1.3925309281399982,5.0000002336954505,-1.0000016219128989,1.3925309281399982
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9306,mnist,mlp2,3,128,none,monomial_activation_mlp2,9306,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9309333333333332,0.9318,0.9302,0.0015999999999999,hidden2,raw,none,0.3190134664376576,0.3209017813205719,0.7157085390451053,0.0,observed,0.0,permutation,0-1-2,0,1,2,101.0,0.7890625,0.8882919002219934,0.8882919002219934,,,,,
mnist_mlp2_N3_W128_none_monomial_activation_mlp2,mnist_mlp2_N3_W128_none_monomial_activation_mlp2_seed9306,mnist,mlp2,3,128,none,monomial_activation_mlp2,9306,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9309333333333332,0.9318,0.9302,0.0015999999999999,hidden2,raw,raw,0.3190134664376576,0.3209017813205719,0.7157085390451053,0.0,observed,0.0,monomial,,0,1,2,,,,,False,1.217732334277872,22.110971259541333,-1.8825318478517809e-13,1.217732334277872
mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2,mnist_mlp2_N3_W128_none_monomial_shrinkage_mlp2_seed9306,mnist,mlp2,3,128,none,monomial_shrinkage_mlp2,9306,10,10000,5000,128,0.001,adamw,0.0001,cosine,3,0.5,none,314159,0.2,0.9309333333333332,0.9318,0.9302,0.0015999999999999,hidden2,shrinkage,none,0.3190134664376576,0.3209017813205719,0.7157085390451053,0.0,observed,0.0,permutation,0-1-2,0,1,2,101.0,0.7890625,0.8882919002219934,0.8882919002219934,,,,,
