evidence_label,mode,corpus_seed,method,ordinary_test_accuracy,average_view_accuracy,worst_view_accuracy,nll,brier,ece,prediction_consistency,selected_transition_method,mean_heldout_pairwise_residual,max_loop_holonomy_identity_distance,rotation_reflection_commutator_distance,global_synchronization_residual,best_individual_chart_selected_on_validation,fusion_latency_ms_for_complete_test_tensor,test_logits_path,test_logits_sha256,test_logits_content_sha256,test_labels_used_before_logits_saved,execution_commit,active_parameters,stored_bytes,branch_count,inference_multiplier,fusion_parameters,parameter_multiplier_vs_single
natural_measured,confirmatory,0,best_individual_adapter,0.6230000257492065,0.5470000021159649,0.4869999885559082,1.0663894414901733,0.5113475918769836,0.056704364134930074,0.7289999723434448,weight_based,0.8168120123445988,1.5538902289335965e-06,1.1007763305315166e-06,0.03157747264153191,7,0.02337503246963024,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_A_confirmatory/candidate_logits_seed_0.npz,a362db1a67f66f2d2eddc8e2b28bec43196ce0b0e94a0f19e3e7607e1554dc25,dbd3bfc7956a2c1e638037b6ea27448c53c98ece239a42a99cb4a3f8bea4911f,False,b19cef0bc55ea62f2533fb8b9c9b75152b5a7e93,1162,4648,1,1.0,0,1.0
natural_measured,confirmatory,0,raw_parameter_average,0.6100000143051147,0.5482500046491623,0.5120000243186951,1.1912652254104614,0.5479224324226379,0.14632230007555336,0.7547500133514404,weight_based,0.8168120123445988,1.5538902289335965e-06,1.1007763305315166e-06,0.03157747264153191,7,0.4037909675389528,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_A_confirmatory/candidate_logits_seed_0.npz,a362db1a67f66f2d2eddc8e2b28bec43196ce0b0e94a0f19e3e7607e1554dc25,dbd3bfc7956a2c1e638037b6ea27448c53c98ece239a42a99cb4a3f8bea4911f,False,b19cef0bc55ea62f2533fb8b9c9b75152b5a7e93,1162,4648,1,1.0,0,1.0
natural_measured,confirmatory,0,pairwise_reference_alignment,0.5879999995231628,0.4846250005066395,0.4020000100135803,1.166751503944397,0.5564202070236206,0.04098725283984095,0.6742500066757202,weight_based,0.8168120123445988,1.5538902289335965e-06,1.1007763305315166e-06,0.03157747264153191,7,0.411708140745759,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_A_confirmatory/candidate_logits_seed_0.npz,a362db1a67f66f2d2eddc8e2b28bec43196ce0b0e94a0f19e3e7607e1554dc25,dbd3bfc7956a2c1e638037b6ea27448c53c98ece239a42a99cb4a3f8bea4911f,False,b19cef0bc55ea62f2533fb8b9c9b75152b5a7e93,9296,168256,8,8.0,0,8.0
natural_measured,confirmatory,0,global_c2m3_synchronization,0.6420000195503235,0.5842500030994415,0.5509999990463257,0.982088565826416,0.47716638445854187,0.0465707165421918,0.7724999785423279,weight_based,0.8168120123445988,1.5538902289335965e-06,1.1007763305315166e-06,0.03157747264153191,7,0.2622921019792557,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_A_confirmatory/candidate_logits_seed_0.npz,a362db1a67f66f2d2eddc8e2b28bec43196ce0b0e94a0f19e3e7607e1554dc25,dbd3bfc7956a2c1e638037b6ea27448c53c98ece239a42a99cb4a3f8bea4911f,False,b19cef0bc55ea62f2533fb8b9c9b75152b5a7e93,9946,170856,8,8.0,650,8.559380378657487
natural_measured,confirmatory,0,graph_synchronized_adapter_merge,0.6150000095367432,0.5586250051856041,0.5189999938011169,1.0678088665008545,0.5129849910736084,0.06609477696474642,0.7663750052452087,weight_based,0.8168120123445988,1.5538902289335965e-06,1.1007763305315166e-06,0.03157747264153191,7,0.4527501296252012,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_A_confirmatory/candidate_logits_seed_0.npz,a362db1a67f66f2d2eddc8e2b28bec43196ce0b0e94a0f19e3e7607e1554dc25,dbd3bfc7956a2c1e638037b6ea27448c53c98ece239a42a99cb4a3f8bea4911f,False,b19cef0bc55ea62f2533fb8b9c9b75152b5a7e93,9296,168256,8,8.0,0,8.0
natural_measured,confirmatory,0,regular_d4_branch_invariant_pooling,0.621999979019165,0.6078749969601631,0.5649999976158142,1.0415410995483398,0.5038842558860779,0.05701301936642267,0.8777499794960022,weight_based,0.8168120123445988,1.5538902289335965e-06,1.1007763305315166e-06,0.03157747264153191,7,0.5718749016523361,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_A_confirmatory/candidate_logits_seed_0.npz,a362db1a67f66f2d2eddc8e2b28bec43196ce0b0e94a0f19e3e7607e1554dc25,dbd3bfc7956a2c1e638037b6ea27448c53c98ece239a42a99cb4a3f8bea4911f,False,b19cef0bc55ea62f2533fb8b9c9b75152b5a7e93,9296,37184,8,8.0,0,8.0
natural_measured,confirmatory,0,orbit_branch_invariant_pooling,0.6150000095367432,0.6189999952912331,0.6029999852180481,1.0678088665008545,0.5129849910736084,0.06609477673191577,0.9566249847412109,weight_based,0.8168120123445988,1.5538902289335965e-06,1.1007763305315166e-06,0.03157747264153191,7,7.1862919721752405,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_A_confirmatory/candidate_logits_seed_0.npz,a362db1a67f66f2d2eddc8e2b28bec43196ce0b0e94a0f19e3e7607e1554dc25,dbd3bfc7956a2c1e638037b6ea27448c53c98ece239a42a99cb4a3f8bea4911f,False,b19cef0bc55ea62f2533fb8b9c9b75152b5a7e93,9296,168256,8,8.0,0,8.0
natural_measured,confirmatory,0,generic_mixture_of_experts,0.6290000081062317,0.5694999918341637,0.5260000228881836,1.0220279693603516,0.49414998292922974,0.03069620334645151,0.7683749794960022,weight_based,0.8168120123445988,1.5538902289335965e-06,1.1007763305315166e-06,0.03157747264153191,7,6.119624944403768,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_A_confirmatory/candidate_logits_seed_0.npz,a362db1a67f66f2d2eddc8e2b28bec43196ce0b0e94a0f19e3e7607e1554dc25,dbd3bfc7956a2c1e638037b6ea27448c53c98ece239a42a99cb4a3f8bea4911f,False,b19cef0bc55ea62f2533fb8b9c9b75152b5a7e93,9296,37184,8,8.0,0,8.0
natural_measured,confirmatory,0,learned_router,0.6290000081062317,0.5759999975562096,0.5360000133514404,1.0219894647598267,0.49400976300239563,0.03968485266523203,0.7761250138282776,weight_based,0.8168120123445988,1.5538902289335965e-06,1.1007763305315166e-06,0.03157747264153191,7,4.512500017881393,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_A_confirmatory/candidate_logits_seed_0.npz,a362db1a67f66f2d2eddc8e2b28bec43196ce0b0e94a0f19e3e7607e1554dc25,dbd3bfc7956a2c1e638037b6ea27448c53c98ece239a42a99cb4a3f8bea4911f,False,b19cef0bc55ea62f2533fb8b9c9b75152b5a7e93,9432,37728,8,8.0,136,8.117039586919105
natural_measured,confirmatory,0,d4_test_time_augmentation,0.6230000257492065,0.6230000257492065,0.6230000257492065,1.0663894414901733,0.5113475918769836,0.05670438928063959,1.0,weight_based,0.8168120123445988,1.5538902289335965e-06,1.1007763305315166e-06,0.03157747264153191,7,0.0017499551177024841,/Users/tinggong/Documents/Codex/2026-07-19/holonomy-applications/work/TwistedMerge-holonomy-applications/reports/tmp/holonomy_applications/application_A_confirmatory/candidate_logits_seed_0.npz,a362db1a67f66f2d2eddc8e2b28bec43196ce0b0e94a0f19e3e7607e1554dc25,dbd3bfc7956a2c1e638037b6ea27448c53c98ece239a42a99cb4a3f8bea4911f,False,b19cef0bc55ea62f2533fb8b9c9b75152b5a7e93,1162,4648,8,8.0,0,1.0
