evidence_label,mode,metric,left_method,right_method,n_independent_seeds,mean_delta,median_delta,standard_deviation,ci_low,ci_high,wins,ties,losses
natural_measured,confirmatory,ordinary_test_accuracy,orbit_branch_invariant_pooling,generic_mixture_of_experts,5,-0.015999996662139894,-0.013999998569488525,0.004527686934685872,-0.019999992847442628,-0.013600003719329835,0,0,5
natural_measured,confirmatory,ordinary_test_accuracy,orbit_branch_invariant_pooling,d4_test_time_augmentation,5,-0.010399997234344482,-0.008000016212463379,0.005639151844203987,-0.01499999761581421,-0.006399989128112793,0,0,5
natural_measured,confirmatory,ordinary_test_accuracy,orbit_branch_invariant_pooling,random_branch_count_matched_control,5,-0.006199991703033448,-0.0059999823570251465,0.0058051590288008765,-0.011199986934661866,-0.0019999980926513673,1,0,4
natural_measured,confirmatory,ordinary_test_accuracy,orbit_branch_invariant_pooling,parameter_matched_generic_concat_head,5,-0.03320000171661377,-0.03200000524520874,0.004324341540879739,-0.03679999113082886,-0.03000000715255737,0,0,5
natural_measured,confirmatory,ordinary_test_accuracy,regular_d4_branch_invariant_pooling,random_branch_count_matched_control,5,0.0,0.0,0.0,0.0,0.0,0,5,0
natural_measured,confirmatory,ordinary_test_accuracy,global_c2m3_synchronization,raw_parameter_average,5,0.0346000075340271,0.03200000524520874,0.007635460897627144,0.02919999361038208,0.04000002145767212,5,0,0
natural_measured,confirmatory,average_view_accuracy,orbit_branch_invariant_pooling,generic_mixture_of_experts,5,0.04289999604225159,0.041124992072582245,0.003797002147193308,0.04067499190568924,0.04634999930858612,5,0,0
natural_measured,confirmatory,average_view_accuracy,orbit_branch_invariant_pooling,d4_test_time_augmentation,5,-0.008775010704994202,-0.009374983608722687,0.0034589008229088452,-0.011350008845329284,-0.006075026094913482,0,0,5
natural_measured,confirmatory,average_view_accuracy,orbit_branch_invariant_pooling,random_branch_count_matched_control,5,-0.00270000547170639,-0.0036250054836273193,0.002965426833603981,-0.0049750059843063354,-0.0004250049591064453,2,0,3
natural_measured,confirmatory,average_view_accuracy,orbit_branch_invariant_pooling,parameter_matched_generic_concat_head,5,0.032474999129772184,0.03137500584125519,0.0021711869738600758,0.031024998426437377,0.034374992549419406,5,0,0
natural_measured,confirmatory,average_view_accuracy,regular_d4_branch_invariant_pooling,random_branch_count_matched_control,5,-0.011125002801418305,-0.01075001060962677,0.0025541042149190615,-0.013375003635883332,-0.009125004708766937,0,0,5
natural_measured,confirmatory,average_view_accuracy,global_c2m3_synchronization,raw_parameter_average,5,0.039675000309944156,0.04025000333786011,0.0022475682823936633,0.03764999806880951,0.04117500185966492,5,0,0
natural_measured,confirmatory,worst_view_accuracy,orbit_branch_invariant_pooling,generic_mixture_of_experts,5,0.06979999542236329,0.06700003147125244,0.00465830109255691,0.06660001277923584,0.0737999677658081,5,0,0
natural_measured,confirmatory,worst_view_accuracy,orbit_branch_invariant_pooling,d4_test_time_augmentation,5,-0.023800015449523926,-0.02499997615814209,0.0032710679321589055,-0.026200008392333985,-0.021200037002563475,0,0,5
natural_measured,confirmatory,worst_view_accuracy,orbit_branch_invariant_pooling,random_branch_count_matched_control,5,0.007399988174438476,0.006999969482421875,0.008080835604114387,0.0017999887466430664,0.01379997730255127,4,0,1
natural_measured,confirmatory,worst_view_accuracy,orbit_branch_invariant_pooling,parameter_matched_generic_concat_head,5,0.054799997806549074,0.05500000715255737,0.001303844266325873,0.053799986839294434,0.055799996852874754,5,0,0
natural_measured,confirmatory,worst_view_accuracy,regular_d4_branch_invariant_pooling,random_branch_count_matched_control,5,-0.030400002002716066,-0.03100001811981201,0.008414264075130932,-0.03659999370574951,-0.023600006103515626,0,0,5
natural_measured,confirmatory,worst_view_accuracy,global_c2m3_synchronization,raw_parameter_average,5,0.040199995040893555,0.04100000858306885,0.006140020019421848,0.03520001173019409,0.044799983501434326,5,0,0
