setting_id,seed,method,ablation_method,batch_size,task_accuracy,cold_start_latency_ms,complete_path_latency_ms,latency_q1_ms,latency_q3_ms,peak_process_rss_mb,peak_mps_memory_mb,stored_bytes,parameters,training_time_seconds_energy_proxy,chart_training_examples,warmups,timed_repetitions,execution_commit,source_sha256,command
FashionMNIST_cost_seed20,20,abstaining_retransport,abstaining_retransport,8,0.3125,46.654292149469256,51.60347942728549,41.88925004564226,59.97690593358129,866.1875,10.65625,243700,60925,6.986931583145633,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,ensemble,ensemble_reference,8,0.2325,6.239916896447539,5.577603937126696,4.890677577350289,6.200895586516708,866.1875,10.65625,232096,58024,3.0125776240602136,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,supplied_chart_oracle_diagnostic,supplied_chart_oracle,8,0.734,36.49654192849994,49.93464599829167,37.317353824619204,60.82109402632341,866.1875,10.65625,232096,58024,3.0125776240602136,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,single_ordinary_cnn,single_canonical_raw,32,0.241,2.623958047479391,1.4424379914999008,1.3749162899330258,1.4862703392282128,866.1875,42.671875,58024,14506,0.9483450830448419,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,direct_d4_equivariant_task_cnn,direct_d4_equivariant_task_classifier,32,0.607,7.798625156283379,3.3005414297804236,3.222343628294766,3.444072382990271,866.1875,42.671875,46920,11730,5.371416250010952,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,d4_test_time_augmentation,d4_test_time_augmentation,32,0.31,12.582499999552965,18.707624985836446,16.100281733088195,20.380291738547385,866.1875,42.671875,58024,14506,0.9483450830448419,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,generic_low_rank_context_adapter,generic_low_rank_context_adapter,32,0.276,4.818957997485995,3.521041478961706,2.1696773474104702,4.492531414143741,866.1875,42.671875,121608,30402,1.493028499884531,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,generic_moe,ordinary_chart_soft_moe,32,0.3175,10.722375009208918,10.026020463556051,8.609792334027588,11.064208520110697,866.1875,42.671875,290816,72704,0.9619534160010517,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,d4_chart_soft_routing,d4_chart_soft_moe,32,0.5785,11.58195803873241,9.09314549062401,7.562166720163077,9.786780981812626,866.1875,42.671875,243700,60925,4.534559375140816,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,hard_branch_selection,d4_chart_hard_branch_selection,32,0.564,9.105207864195108,8.73839552514255,7.458614825736731,10.01274969894439,866.1875,42.671875,243700,60925,4.534559375140816,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,canonicalize_pool_retransport,canonicalize_pool_retransport,32,0.1975,60.36366615444422,64.3446040339768,52.39982303464785,72.37429125234485,866.1875,42.671875,243700,60925,6.986931583145633,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,uncertainty_weighted_retransport,uncertainty_weighted_retransport,32,0.314,57.36249987967312,85.33137501217425,71.05334429070354,92.75548957521096,866.1875,42.671875,243700,60925,6.986931583145633,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,abstaining_retransport,abstaining_retransport,32,0.3125,61.51608284562826,89.00545793585479,80.2445515873842,95.90958326589316,866.1875,42.671875,243700,60925,6.986931583145633,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,ensemble,ensemble_reference,32,0.2325,5.260374862700701,5.7168755447492,5.23376016644761,6.460000178776681,866.1875,42.671875,232096,58024,3.0125776240602136,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,supplied_chart_oracle_diagnostic,supplied_chart_oracle,32,0.734,55.54966605268419,78.32435390446335,74.27758316043764,82.63464568881318,866.1875,42.671875,232096,58024,3.0125776240602136,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,single_ordinary_cnn,single_canonical_raw,128,0.241,2.463415963575244,2.1743543911725283,2.046594279818237,2.562885347288102,866.1875,42.6875,58024,14506,0.9483450830448419,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,direct_d4_equivariant_task_cnn,direct_d4_equivariant_task_classifier,128,0.607,15.020999824628234,8.339895401149988,8.195374626666307,8.96005256799981,866.1875,42.6875,46920,11730,5.371416250010952,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,d4_test_time_augmentation,d4_test_time_augmentation,128,0.31,20.477832993492484,34.23397894948721,32.69201039802283,36.1628023092635,866.1875,42.6875,58024,14506,0.9483450830448419,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,generic_low_rank_context_adapter,generic_low_rank_context_adapter,128,0.276,6.444874918088317,6.525791482999921,5.854062212165445,7.1379056898877025,866.1875,42.6875,121608,30402,1.493028499884531,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,generic_moe,ordinary_chart_soft_moe,128,0.3175,11.821458116173744,15.57354151736945,14.373093959875405,16.63011428900063,866.1875,42.6875,290816,72704,0.9619534160010517,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,d4_chart_soft_routing,d4_chart_soft_moe,128,0.5785,22.750374861061573,16.93385443650186,15.284895431250334,18.57769809430465,866.1875,42.6875,243700,60925,4.534559375140816,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,hard_branch_selection,d4_chart_hard_branch_selection,128,0.564,15.842667082324624,17.358187003992498,16.394323203712702,18.433895776979625,866.1875,42.6875,243700,60925,4.534559375140816,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,canonicalize_pool_retransport,canonicalize_pool_retransport,128,0.1975,106.21512494981289,142.11160398554057,137.45293801184744,147.91388547746465,866.1875,42.6875,243700,60925,6.986931583145633,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,uncertainty_weighted_retransport,uncertainty_weighted_retransport,128,0.314,131.545249838382,178.25835442636162,163.45806239405647,183.22805245406926,866.1875,42.6875,243700,60925,6.986931583145633,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,abstaining_retransport,abstaining_retransport,128,0.3125,151.2987499590963,180.15962501522154,173.68630191776901,187.2916981810704,866.1875,42.6875,243700,60925,6.986931583145633,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,ensemble,ensemble_reference,128,0.2325,10.519000003114343,12.7886455738917,11.630353925283998,14.045240066479892,866.1875,42.6875,232096,58024,3.0125776240602136,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,supplied_chart_oracle_diagnostic,supplied_chart_oracle,128,0.734,105.84137495607138,134.5141869969666,131.9164479500614,138.47597932908684,866.1875,42.6875,232096,58024,3.0125776240602136,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,single_ordinary_cnn,single_canonical_raw,1,0.246,1.5393751673400402,1.1318540200591087,1.0828438098542392,1.205885550007224,866.1875,42.6875,58024,14506,0.7118327908683568,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,direct_d4_equivariant_task_cnn,direct_d4_equivariant_task_classifier,1,0.6435,5.936125060543418,3.2007915433496237,2.9968126909807324,3.759624494705349,866.1875,42.6875,46920,11730,5.366678667021915,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,d4_test_time_augmentation,d4_test_time_augmentation,1,0.3245,6.083333166316152,7.303895428776741,6.565354589838535,8.374739438295364,866.1875,42.6875,58024,14506,0.7118327908683568,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,generic_low_rank_context_adapter,generic_low_rank_context_adapter,1,0.337,5.736791994422674,2.7781249955296516,2.618854632601142,2.9972289921715856,866.1875,42.6875,121608,30402,1.3224955829791725,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,generic_moe,ordinary_chart_soft_moe,1,0.238,7.051958004012704,5.274770548567176,4.6920106979086995,6.48046878632158,866.1875,42.6875,290816,72704,0.9731147501152009,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,d4_chart_soft_routing,d4_chart_soft_moe,1,0.538,10.489125037565827,7.057562470436096,6.2029684777371585,7.852697744965553,866.1875,42.6875,243700,60925,4.498872708994895,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,hard_branch_selection,d4_chart_hard_branch_selection,1,0.547,6.893707904964685,6.510437582619488,6.1524996417574584,7.444187649525702,866.1875,42.6875,243700,60925,4.498872708994895,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,canonicalize_pool_retransport,canonicalize_pool_retransport,1,0.333,27.436249889433384,37.388875032775104,33.246624981984496,42.487260536290705,866.1875,42.6875,243700,60925,6.641845875419676,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,uncertainty_weighted_retransport,uncertainty_weighted_retransport,1,0.3685,54.66324998997152,56.15820805542171,44.4451771909371,60.36848993971944,866.1875,42.6875,243700,60925,6.641845875419676,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,abstaining_retransport,abstaining_retransport,1,0.349,53.54029079899192,39.24122953321785,32.62842702679336,53.819791530258954,866.1875,42.6875,243700,60925,6.641845875419676,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,ensemble,ensemble_reference,1,0.2275,6.129124900326133,4.382145940326154,3.008447296451777,4.884166002739221,866.1875,42.6875,232096,58024,2.8112554585095495,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,supplied_chart_oracle_diagnostic,supplied_chart_oracle,1,0.7325,33.905208110809326,36.74768807832152,26.495656406041235,43.859697703737766,866.1875,42.6875,232096,58024,2.8112554585095495,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,single_ordinary_cnn,single_canonical_raw,8,0.246,1.8752499017864466,1.2136460281908512,1.149729359894991,1.2457184493541718,866.1875,42.6875,58024,14506,0.7118327908683568,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,direct_d4_equivariant_task_cnn,direct_d4_equivariant_task_classifier,8,0.6435,5.356958135962486,2.2800834849476814,2.2195622441358864,2.4044690071605146,866.1875,42.6875,46920,11730,5.366678667021915,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,d4_test_time_augmentation,d4_test_time_augmentation,8,0.3245,8.007708936929703,6.2910414999350905,6.207520666066557,6.6515106009319425,866.1875,42.6875,58024,14506,0.7118327908683568,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,generic_low_rank_context_adapter,generic_low_rank_context_adapter,8,0.337,2.911332994699478,1.7314580036327243,1.700948050711304,1.7620207509025931,866.1875,42.6875,121608,30402,1.3224955829791725,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,generic_moe,ordinary_chart_soft_moe,8,0.238,5.2042079623788595,3.7521040067076683,3.720854118000716,3.8065515109337866,866.1875,42.6875,290816,72704,0.9731147501152009,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,d4_chart_soft_routing,d4_chart_soft_moe,8,0.538,6.6032500471919775,6.69402105268091,6.058021041098982,7.693416846450418,866.1875,42.6875,243700,60925,4.498872708994895,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed21,21,hard_branch_selection,d4_chart_hard_branch_selection,8,0.547,6.37475005351007,5.943354452028871,5.80645864829421,6.162749603390694,866.1875,42.6875,243700,60925,4.498872708994895,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
