setting_id,seed,method,ablation_method,batch_size,task_accuracy,cold_start_latency_ms,complete_path_latency_ms,latency_q1_ms,latency_q3_ms,peak_process_rss_mb,peak_mps_memory_mb,stored_bytes,parameters,training_time_seconds_energy_proxy,chart_training_examples,warmups,timed_repetitions,execution_commit,source_sha256,command
FashionMNIST_cost_seed20,20,single_ordinary_cnn,single_canonical_raw,1,0.241,0.899583101272583,0.6240004440769553,0.6060313316993415,0.6375006050802767,862.859375,10.390625,58024,14506,0.9483450830448419,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,direct_d4_equivariant_task_cnn,direct_d4_equivariant_task_classifier,1,0.607,144.71420808695257,2.57416651584208,2.4728120188228786,2.9237286071293056,864.671875,10.390625,46920,11730,5.371416250010952,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,d4_test_time_augmentation,d4_test_time_augmentation,1,0.31,9.388874983415008,7.7556666219607,6.94984314031899,8.86639574309811,864.671875,10.390625,58024,14506,0.9483450830448419,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,generic_low_rank_context_adapter,generic_low_rank_context_adapter,1,0.276,143.0193749256432,1.9591664895415306,1.8191458657383919,2.196114684920758,866.1875,10.390625,121608,30402,1.493028499884531,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,generic_moe,ordinary_chart_soft_moe,1,0.3175,5.612832959741354,4.741291981190443,4.097187076695263,5.683958588633686,866.1875,10.390625,290816,72704,0.9619534160010517,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,d4_chart_soft_routing,d4_chart_soft_moe,1,0.5785,8.66116606630385,5.751187447458506,5.328634928446263,6.33569824276492,866.1875,10.390625,243700,60925,4.534559375140816,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,hard_branch_selection,d4_chart_hard_branch_selection,1,0.564,6.548583973199129,5.957333603873849,5.668521043844521,6.77931250538677,866.1875,10.390625,243700,60925,4.534559375140816,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,canonicalize_pool_retransport,canonicalize_pool_retransport,1,0.1975,26.0967081412673,29.600042034871876,27.892823331058025,32.49542758567259,866.1875,10.390625,243700,60925,6.986931583145633,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,uncertainty_weighted_retransport,uncertainty_weighted_retransport,1,0.314,35.865750163793564,36.074374918825924,32.69222972448915,39.31001067394391,866.1875,10.390625,243700,60925,6.986931583145633,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,abstaining_retransport,abstaining_retransport,1,0.3125,39.127750089392066,44.83195813372731,37.53020771546289,52.62181255966425,866.1875,10.390625,243700,60925,6.986931583145633,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,ensemble,ensemble_reference,1,0.2325,3.5602920688688755,3.176625003106892,2.939063066150993,3.5357392043806612,866.1875,10.390625,232096,58024,3.0125776240602136,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,supplied_chart_oracle_diagnostic,supplied_chart_oracle,1,0.734,29.154042014852166,37.013916415162385,25.6867294665426,43.102541007101536,866.1875,10.390625,232096,58024,3.0125776240602136,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,single_ordinary_cnn,single_canonical_raw,8,0.241,1.5741249080747366,1.450478914193809,1.2428127811290324,1.5126775251701474,866.1875,10.65625,58024,14506,0.9483450830448419,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,direct_d4_equivariant_task_cnn,direct_d4_equivariant_task_classifier,8,0.607,130.8069999795407,2.3191875079646707,2.2436665021814406,2.388749911915511,866.1875,10.65625,46920,11730,5.371416250010952,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,d4_test_time_augmentation,d4_test_time_augmentation,8,0.31,9.892249945551157,11.056562885642052,9.37026075553149,13.916531635913998,866.1875,10.65625,58024,14506,0.9483450830448419,0,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,generic_low_rank_context_adapter,generic_low_rank_context_adapter,8,0.276,10.28037490323186,2.7759579243138433,2.419895783532411,3.047875303309411,866.1875,10.65625,121608,30402,1.493028499884531,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,generic_moe,ordinary_chart_soft_moe,8,0.3175,7.326500024646521,7.072624866850674,6.429427594412118,8.139676705468446,866.1875,10.65625,290816,72704,0.9619534160010517,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,d4_chart_soft_routing,d4_chart_soft_moe,8,0.5785,9.378082817420363,7.419666973873973,6.9132811622694135,7.816468831151724,866.1875,10.65625,243700,60925,4.534559375140816,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,hard_branch_selection,d4_chart_hard_branch_selection,8,0.564,6.652334006503224,5.837042001076043,5.338333721738309,6.110145943239331,866.1875,10.65625,243700,60925,4.534559375140816,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,canonicalize_pool_retransport,canonicalize_pool_retransport,8,0.1975,34.16912513785064,44.932958437129855,34.43171898834407,52.277021342888474,866.1875,10.65625,243700,60925,6.986931583145633,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
FashionMNIST_cost_seed20,20,uncertainty_weighted_retransport,uncertainty_weighted_retransport,8,0.314,57.88762494921684,54.89337490871549,39.1135832760483,68.47919849678874,866.1875,10.65625,243700,60925,6.986931583145633,1000,10,100,11c8fb838cfa616d934dfc724777b3cd3fa6c05e,9a666434c63745f42c5e70ea1f6fb7e2e039dfb027c9de381556d722cbd8310a,python experiments/fashion_complete_cost_audit.py
