seed,condition,method,dice,iou,boundary_dice,hausdorff95,assd,pixel_nll,pixel_ece,foreground_recall,foreground_precision,domain_metadata_type,domain_accuracy,chart_accuracy,prediction_sha256,prediction_hashes_unchanged
0,seen_domain_seen_chart,weight_average,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.7508463426599947,0.3436232805252075,1.0,0.2011566162109375,synthetic_domain,0.75,0.5,60810ee5b835eca414fc5f1f63c1cb5331dd93c8f08a113fcbcedf58f8738aa2,True
0,seen_domain_seen_chart,greedy_soup,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.8123154837469454,0.3831364712705181,1.0,0.2011566162109375,synthetic_domain,0.75,0.5,60810ee5b835eca414fc5f1f63c1cb5331dd93c8f08a113fcbcedf58f8738aa2,True
0,seen_domain_seen_chart,generic_moe,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.7465871172234195,0.3389351052001075,1.0,0.2011566162109375,synthetic_domain,0.75,0.5,60810ee5b835eca414fc5f1f63c1cb5331dd93c8f08a113fcbcedf58f8738aa2,True
0,seen_domain_seen_chart,domain_router,0.2121320477254633,0.13459777832126124,0.058564231738035266,82.46406477432997,42.82866359026199,0.7323451406838359,0.326471337802559,0.6691193203367974,0.17946370442708334,synthetic_domain,0.75,0.5,60810ee5b835eca414fc5f1f63c1cb5331dd93c8f08a113fcbcedf58f8738aa2,True
0,seen_domain_seen_chart,chart_router,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.8135608418233718,0.3858210010585026,1.0,0.2011566162109375,synthetic_domain,0.75,0.5,60810ee5b835eca414fc5f1f63c1cb5331dd93c8f08a113fcbcedf58f8738aa2,True
0,seen_domain_seen_chart,joint_domain_chart_router,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.7465811447741991,0.3389338004963065,1.0,0.2011566162109375,synthetic_domain,0.75,0.5,60810ee5b835eca414fc5f1f63c1cb5331dd93c8f08a113fcbcedf58f8738aa2,True
0,seen_domain_seen_chart,direct_d4_equivariant_unet,0.002613374331350596,0.00131355277782856,0.057034220532319393,76.06558282335548,40.049526248568455,0.6730724066980462,0.2807075292580521,0.002579079117044679,0.017708333333333333,synthetic_domain,0.75,0.5,60810ee5b835eca414fc5f1f63c1cb5331dd93c8f08a113fcbcedf58f8738aa2,True
0,seen_domain_seen_chart,d4_test_time_augmentation,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.8135569630136932,0.38581948641785857,1.0,0.2011566162109375,synthetic_domain,0.75,0.5,60810ee5b835eca414fc5f1f63c1cb5331dd93c8f08a113fcbcedf58f8738aa2,True
0,seen_domain_seen_chart,one_canonical_after_chart_inference,0.31726074723329895,0.20115661621142505,0.058564231738035266,75.62245449654168,40.5013466261899,0.8135608418233718,0.3858210010585026,1.0,0.2011566162109375,synthetic_domain,0.75,0.5,60810ee5b835eca414fc5f1f63c1cb5331dd93c8f08a113fcbcedf58f8738aa2,True
0,seen_domain_seen_chart,domain_specific_canonical_experts,0.2121320477254633,0.13459777832126124,0.058564231738035266,82.46406477432997,42.82866359026199,0.7323439921494782,0.3264712128275278,0.6691193203367974,0.17946370442708334,synthetic_domain,0.75,0.5,60810ee5b835eca414fc5f1f63c1cb5331dd93c8f08a113fcbcedf58f8738aa2,True
