seed,condition,method,dice,boundary_dice
0,seen_domain_seen_chart,weight_average,0.31726074723329895,0.058564231738035266
0,seen_domain_seen_chart,greedy_soup,0.31726074723329895,0.058564231738035266
0,seen_domain_seen_chart,generic_moe,0.31726074723329895,0.058564231738035266
0,seen_domain_seen_chart,domain_router,0.2121320477254633,0.058564231738035266
0,seen_domain_seen_chart,chart_router,0.31726074723329895,0.058564231738035266
0,seen_domain_seen_chart,joint_domain_chart_router,0.31726074723329895,0.058564231738035266
0,seen_domain_seen_chart,direct_d4_equivariant_unet,0.002613374331350596,0.057034220532319393
0,seen_domain_seen_chart,d4_test_time_augmentation,0.31726074723329895,0.058564231738035266
0,seen_domain_seen_chart,one_canonical_after_chart_inference,0.31726074723329895,0.058564231738035266
0,seen_domain_seen_chart,domain_specific_canonical_experts,0.2121320477254633,0.058564231738035266
0,seen_domain_seen_chart,chart_aware_multi_expert_pooling,0.31726074723329895,0.058564231738035266
0,seen_domain_seen_chart,canonicalize_pool_retransport,0.31726074723329895,0.058564231738035266
0,seen_domain_seen_chart,supplied_domain_chart_oracle,0.2121320477254633,0.058564231738035266
0,seen_domain_seen_chart,ensemble,0.31726074723329895,0.058564231738035266
0,seen_domain_unseen_chart,weight_average,0.31726074723329895,0.058564231738035266
0,seen_domain_unseen_chart,greedy_soup,0.31726074723329895,0.058564231738035266
0,seen_domain_unseen_chart,generic_moe,0.31726074723329895,0.058564231738035266
0,seen_domain_unseen_chart,domain_router,0.2121320477254633,0.058564231738035266
0,seen_domain_unseen_chart,chart_router,0.31726074723329895,0.058564231738035266
0,seen_domain_unseen_chart,joint_domain_chart_router,0.31726074723329895,0.058564231738035266
0,seen_domain_unseen_chart,direct_d4_equivariant_unet,0.002613374331350596,0.057034220532319393
0,seen_domain_unseen_chart,d4_test_time_augmentation,0.31726074723329895,0.058564231738035266
0,seen_domain_unseen_chart,one_canonical_after_chart_inference,0.31726074723329895,0.058564231738035266
0,seen_domain_unseen_chart,domain_specific_canonical_experts,0.2121320477254633,0.058564231738035266
0,seen_domain_unseen_chart,chart_aware_multi_expert_pooling,0.31726074723329895,0.058564231738035266
0,seen_domain_unseen_chart,canonicalize_pool_retransport,0.31726074723329895,0.058564231738035266
0,seen_domain_unseen_chart,supplied_domain_chart_oracle,0.2121320477254633,0.058564231738035266
0,seen_domain_unseen_chart,ensemble,0.31726074723329895,0.058564231738035266
0,unseen_domain_seen_chart,weight_average,0.31726074723329895,0.058564231738035266
0,unseen_domain_seen_chart,greedy_soup,0.31726074723329895,0.058564231738035266
0,unseen_domain_seen_chart,generic_moe,0.31726074723329895,0.058564231738035266
0,unseen_domain_seen_chart,domain_router,0.31726074723329895,0.058564231738035266
0,unseen_domain_seen_chart,chart_router,0.31726074723329895,0.058564231738035266
0,unseen_domain_seen_chart,joint_domain_chart_router,0.31726074723329895,0.058564231738035266
0,unseen_domain_seen_chart,direct_d4_equivariant_unet,0.0028426551974870566,0.05808080808080808
0,unseen_domain_seen_chart,d4_test_time_augmentation,0.31726074723329895,0.058564231738035266
0,unseen_domain_seen_chart,one_canonical_after_chart_inference,0.31726074723329895,0.058564231738035266
0,unseen_domain_seen_chart,domain_specific_canonical_experts,0.31726074723329895,0.058564231738035266
